,"k-means clusters 100, (Joules)"
0,2.6179907470326388e-20
1,1.2312840756157207e-20
2,2.3057118786500115e-20
3,2.9038924369998024e-20
4,2.1629956449885878e-20
5,1.875347469746211e-20
6,1.7361989510793025e-20
7,2.6055487625411144e-20
8,1.3504245077842824e-20
9,1.774155827272187e-20
10,2.823576465423306e-20
11,2.5080229793491848e-20
12,7.399047345429146e-21
13,2.364564487389986e-20
14,2.9906015944678984e-20
15,2.6891417635307845e-20
16,3.0770562492195655e-20
17,2.108643771042566e-20
18,2.806609728617899e-20
19,2.8624649743693093e-20
20,3.105271654170157e-20
21,3.066696031854458e-20
22,2.6061562821604293e-20
23,2.6559882915105066e-20
24,2.3277839667822475e-20
25,2.852711755239113e-20
26,2.4459500194746953e-20
27,2.7341396884373414e-20
28,2.5613821659425652e-20
29,2.4266763043884354e-20
30,2.8725150496871313e-20
31,2.4355998679936032e-20
32,2.716712123567188e-20
33,8.014005455503735e-21
34,2.4854166816670892e-20
35,2.9262638153736155e-20
36,2.4124119710656024e-20
37,2.0888533510838994e-20
38,1.8779785615966567e-20
39,2.4547841899856635e-20
40,2.4595649471895855e-20
41,2.4074144087693815e-20
42,2.1209587674917197e-20
43,1.945926302915553e-20
44,3.2468540602749625e-20
45,2.706095953978605e-20
46,1.873955236121053e-20
47,2.8430673793971365e-20
48,3.09980691123439e-20
49,2.5202391676310027e-20
50,2.8409180627328764e-20
51,2.866329534740253e-20
52,2.5917276026624346e-20
53,1.8822912602000608e-20
54,3.010853730842895e-20
55,2.0861773362252596e-20
56,1.0471663383679614e-20
57,2.932095023305471e-20
58,2.4617745112926113e-20
59,2.96854927036195e-20
60,2.925587897362942e-20
61,2.6407966650094215e-20
62,2.0145358441086475e-20
63,1.6699467299571543e-20
64,2.4719392388372444e-20
65,1.3846049371331885e-20
66,2.413484295326338e-20
67,2.942825834150506e-20
68,3.109985794240576e-20
69,7.507852164524323e-21
70,3.088641735351127e-20
71,2.2659740551577993e-20
72,2.7456650192377767e-20
73,1.6965502506273952e-20
74,2.8812606787456094e-20
75,3.0225950418409383e-20
76,2.0714771563768958e-20
77,2.9002219710334206e-20
78,2.4598384077873026e-20
79,2.593387263045097e-20
80,2.7129165680838517e-20
81,2.4847190515352576e-20
82,2.2221243445571495e-20
83,2.5104179665630662e-20
84,2.73294010022608e-20
85,1.8046137286084442e-20
86,2.6168044317219448e-20
87,3.049070510497104e-20
88,2.6742204011922222e-20
89,3.115926618234874e-20
90,2.41983264073617e-20
91,2.9014242664893855e-20
92,2.6914928336073302e-20
93,2.2074726803233184e-20
94,2.8010323262461794e-20
95,1.7853228501474874e-20
96,2.900139203094596e-20
97,2.047180834093497e-20
98,2.691618805623039e-20
99,2.6072853151030915e-20
