,"k-means clusters 50, (Joules)"
0,9.757046364854668e-21
1,2.4176275840595116e-20
2,2.610629571938524e-20
3,1.9232474904812408e-20
4,2.2595555355919414e-20
5,2.4473879557558337e-20
6,2.789420157491937e-20
7,2.7793361759148924e-20
8,2.0965969631306438e-20
9,7.681512018514894e-21
10,2.0614637240402708e-20
11,2.7548671647839017e-20
12,2.1432198010274856e-20
13,2.3110335274129798e-20
14,2.9468189758501454e-20
15,2.326634796389713e-20
16,2.727102989532805e-20
17,2.5165679942631264e-20
18,2.139509929558905e-20
19,2.6658004864252818e-20
20,7.828549891470815e-21
21,2.262204198533055e-20
22,2.1800606616520894e-20
23,2.109387842181995e-20
24,1.9668164656587463e-20
25,2.0908845698960175e-20
26,2.1027884437038677e-20
27,2.630399866471751e-20
28,2.066342689434209e-20
29,2.1815420016684712e-20
30,2.8369590577437125e-20
31,2.483028387485655e-20
32,2.0803496160748542e-20
33,2.2790264077675538e-20
34,2.1084995519933307e-20
35,2.6995698197984423e-20
36,2.3436531517607062e-20
37,2.093056493450838e-20
38,1.0725146287048195e-20
39,2.2814982584874808e-20
40,2.1837645257947223e-20
41,6.656246455689334e-21
42,2.7797069555703535e-20
43,2.781781375662934e-20
44,2.263806874471821e-20
45,2.917736748813976e-20
46,2.6244219146255146e-20
47,2.5094742267769735e-20
48,2.2613482146770975e-20
49,7.785377102843745e-21
