,k-means clusters 50
0,0.09472526881222353
1,0.002909773154163162
2,0.001825559924145725
3,0.009604482721622227
4,0.004262652701817279
5,0.002707945335268118
6,0.0011853349939678257
7,0.0012145612171163952
8,0.006318686831135398
9,0.15638448045348
10,0.006878319084901354
11,0.0012885103259529134
12,0.005645709387416105
13,0.003764250198778995
14,0.0008104505490670944
15,0.0036250368959451244
16,0.0013778853795083778
17,0.0022912296217151274
18,0.005696528182073859
19,0.0015977935867527327
20,0.15092774297122727
21,0.004235468424376291
22,0.0051650163606234275
23,0.006126450615458651
24,0.008645084289533927
25,0.00640647666763208
26,0.006224892291313351
27,0.0017404303550056916
28,0.006797734279534118
29,0.005146568357268422
30,0.0010567489517312718
31,0.002484576367382243
32,0.006571592589128829
33,0.004066816774814845
34,0.006139609814677912
35,0.0014726378245220825
36,0.0034790432501514497
37,0.006372955067218052
38,0.07497391355761815
39,0.004042607563654938
40,0.005119013467798191
41,0.20033005473613327
42,0.001213473939364473
43,0.001207408821810715
44,0.004219103783641315
45,0.0008694295019338854
46,0.0017657436097880562
47,0.0023308274429045036
48,0.004244234712302025
49,0.1525098842543992
