,k-means clusters 50
0,0.03978073852157553
1,0.015538538011642762
2,0.030938628601883636
3,0.0036847073820583985
4,0.02451337199716971
5,0.038192127336859706
6,0.011814050173105158
7,0.033287569451786576
8,0.0021139348275913514
9,0.04819339045440199
10,0.03322083383594481
11,0.020848429750087136
12,0.005370717848459712
13,0.022363471708784943
14,0.0008048227976554886
15,0.01638025367511427
16,0.02606593224306208
17,0.008089340065215677
18,0.04128186615217773
19,0.0321242219465446
20,0.022205314067327248
21,0.02336140830131589
22,0.007720813333557094
23,0.03605873889899055
24,0.036565496029260285
25,0.05447411319057426
26,0.01653631746708543
27,0.040811659554834546
28,0.0023730720017964293
29,0.011709134679762891
30,0.0017235807423415066
31,0.001591875475154626
32,0.0044133405543732625
33,0.003502141341106957
34,0.013621526735826384
35,0.019320184267735314
36,0.021294382733934487
37,0.003911570584618343
38,0.02622316945358219
39,0.031772543436881864
40,0.00045869497313014623
41,0.01642647393223547
42,0.0542755641351457
43,0.0024853578187542264
44,0.023562906404434387
45,0.002042795374126624
46,0.0205103565919411
47,0.0011945628485811827
48,0.026713721479174644
49,0.018532236811295413
