,"k-means clusters 50, (Joules)"
0,1.3348901904005094e-20
1,1.7240748552504706e-20
2,1.438960400332698e-20
3,2.3198755640399488e-20
4,1.53533411701168e-20
5,1.3517621123606739e-20
6,1.8375248259593208e-20
7,1.4086644939486398e-20
8,2.549910547478791e-20
9,1.255468825459807e-20
10,1.409495322922582e-20
11,1.602377331162405e-20
12,2.1638925925627508e-20
13,1.5733351206950903e-20
14,2.9497038108121e-20
15,1.7022349875115117e-20
16,1.5099102034601987e-20
17,1.9943241639065188e-20
18,1.3195554279854994e-20
19,1.4233920116278663e-20
20,1.5762733895875658e-20
21,1.5552613120907074e-20
22,2.0136279244925388e-20
23,1.3755588981235876e-20
24,1.3697811888719547e-20
25,1.2047522864784036e-20
26,1.6983092509135408e-20
27,1.324298010507787e-20
28,2.5020379633951714e-20
29,1.8412178039746358e-20
30,2.634427448638136e-20
31,2.6673367592896846e-20
32,2.2451730797155472e-20
33,2.3409136039304852e-20
34,1.7785870102122308e-20
35,1.6338944338063767e-20
36,1.5936151524579807e-20
37,2.2951399488593734e-20
38,1.507420338488153e-20
39,1.4279492493000357e-20
40,3.1824697977632144e-20
41,1.7010684463472905e-20
42,1.2062640040724553e-20
43,2.4828981962764555e-20
44,1.5517057683194862e-20
45,2.5640825568554762e-20
46,1.6091456828117172e-20
47,2.786209640731754e-20
48,1.4997472640576215e-20
49,1.6511328226629028e-20
