,k-means clusters 500
0,1
1,0
2,2
3,1
4,2
5,2
6,2
7,0
8,2
9,2
10,2
11,2
12,2
13,0
14,2
15,2
16,2
17,1
18,2
19,2
20,2
21,1
22,2
23,0
24,0
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,0
34,2
35,2
36,2
37,2
38,2
39,2
40,1
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,1
50,2
51,2
52,1
53,2
54,2
55,2
56,1
57,0
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,1
66,2
67,2
68,2
69,2
70,2
71,1
72,0
73,2
74,2
75,0
76,2
77,0
78,2
79,2
80,2
81,2
82,2
83,2
84,1
85,2
86,2
87,2
88,2
89,2
90,0
91,2
92,2
93,0
94,1
95,2
96,0
97,2
98,2
99,2
100,2
101,2
102,2
103,0
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,0
118,2
119,1
120,1
121,2
122,2
123,2
124,1
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,0
135,2
136,2
137,1
138,2
139,2
140,2
141,0
142,2
143,2
144,0
145,1
146,2
147,2
148,2
149,2
150,2
151,0
152,2
153,2
154,2
155,1
156,2
157,0
158,2
159,2
160,2
161,1
162,2
163,2
164,0
165,2
166,1
167,1
168,2
169,2
170,2
171,1
172,2
173,2
174,2
175,0
176,1
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,0
186,0
187,2
188,2
189,2
190,2
191,1
192,2
193,1
194,2
195,2
196,2
197,0
198,2
199,2
200,2
201,2
202,1
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,0
215,0
216,2
217,2
218,2
219,2
220,0
221,2
222,2
223,2
224,1
225,2
226,2
227,1
228,0
229,1
230,2
231,2
232,2
233,2
234,2
235,0
236,0
237,2
238,2
239,2
240,2
241,2
242,2
243,0
244,1
245,2
246,2
247,1
248,2
249,2
250,2
251,2
252,2
253,0
254,2
255,2
256,2
257,0
258,2
259,0
260,1
261,2
262,2
263,2
264,0
265,0
266,2
267,2
268,2
269,1
270,2
271,2
272,2
273,0
274,2
275,0
276,2
277,2
278,2
279,1
280,0
281,2
282,2
283,1
284,2
285,2
286,2
287,2
288,0
289,2
290,2
291,0
292,2
293,2
294,2
295,2
296,2
297,2
298,0
299,2
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,2
308,1
309,2
310,1
311,0
312,2
313,2
314,2
315,2
316,2
317,1
318,2
319,0
320,2
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,1
337,2
338,2
339,2
340,2
341,1
342,0
343,2
344,0
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,0
354,2
355,0
356,2
357,2
358,0
359,2
360,0
361,2
362,2
363,0
364,2
365,2
366,2
367,2
368,2
369,2
370,2
371,2
372,1
373,2
374,2
375,2
376,2
377,2
378,2
379,2
380,2
381,2
382,2
383,2
384,2
385,2
386,2
387,2
388,0
389,2
390,2
391,2
392,2
393,2
394,2
395,1
396,1
397,0
398,2
399,2
400,2
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,2
409,1
410,2
411,2
412,2
413,2
414,2
415,2
416,2
417,2
418,2
419,2
420,2
421,0
422,1
423,2
424,2
425,2
426,2
427,1
428,2
429,0
430,0
431,2
432,2
433,2
434,2
435,0
436,2
437,0
438,2
439,0
440,2
441,1
442,2
443,2
444,0
445,2
446,2
447,2
448,2
449,2
450,2
451,0
452,2
453,2
454,2
455,2
456,2
457,2
458,2
459,0
460,2
461,2
462,2
463,2
464,0
465,2
466,0
467,2
468,1
469,0
470,2
471,2
472,2
473,2
474,2
475,2
476,2
477,2
478,1
479,1
480,2
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,0
489,2
490,2
491,2
492,2
493,2
494,0
495,2
496,0
497,2
498,2
499,2
