,"k-means clusters 500, (Joules)"
106,2.9306901839943216e-20
107,2.6877167852141423e-20
108,2.771811465240921e-20
109,2.6826820153501012e-20
110,2.7424786839240124e-20
111,2.8750813867386744e-20
112,3.051443585872517e-20
113,3.076309699822525e-20
114,3.00173748493811e-20
115,2.827241039820244e-20
116,2.988452579030726e-20
117,2.099166663447886e-20
118,2.823483584628365e-20
119,1.9757284877777156e-20
120,2.2577043962139416e-20
121,2.5920440383316786e-20
122,2.782180228538911e-20
123,2.791855987098995e-20
124,2.2204881432012677e-20
125,2.8406067212855615e-20
126,2.7894628807603083e-20
127,3.0161112736786384e-20
128,2.77882701924203e-20
129,2.805898488790368e-20
130,3.0713178016637577e-20
131,2.996958821020597e-20
132,3.126346477784561e-20
133,3.075270903927622e-20
134,3.1461031695165915e-20
135,3.1912648743147315e-20
136,2.879540788711563e-20
137,2.3874543837686837e-20
138,2.9588604010764407e-20
139,2.736617224621558e-20
140,3.0537698902350244e-20
141,1.9902022044058417e-20
142,2.933027659709203e-20
143,2.665926637142417e-20
144,3.233447191617625e-20
145,1.8859725594033895e-20
146,3.3326078680634986e-20
147,2.6092255889426288e-20
148,3.2257240668504376e-20
149,3.0472538211941735e-20
150,3.100516188176449e-20
151,1.8000329643912936e-20
152,2.6166985763808287e-20
153,3.0981538448624614e-20
154,2.722514662863303e-20
155,3.118887945984616e-20
156,3.0060078988369804e-20
157,2.3093942246402015e-20
158,3.2823491605771803e-20
159,2.8495258344922454e-20
160,2.844762248973026e-20
161,1.885685988610329e-20
162,2.650987176245088e-20
163,2.9470530815417616e-20
164,1.9533497094627893e-20
165,2.6710627416240017e-20
166,2.8857980486012903e-20
167,2.290751721108831e-20
168,2.7785274346035236e-20
169,3.104630598181271e-20
170,2.6410549121924132e-20
171,2.757843449317135e-20
172,3.261605940999458e-20
173,2.7662891080855117e-20
174,3.036750072797666e-20
175,1.8995278916251727e-20
176,2.818900053836225e-20
177,3.000237197822197e-20
178,2.968078833931578e-20
179,2.739698070306411e-20
180,3.0592556948782296e-20
181,2.52335229768884e-20
182,2.749784921924145e-20
183,2.5490236571231704e-20
184,3.1303527467488246e-20
185,1.92516255385464e-20
186,2.1785983537000522e-20
187,2.731006505236295e-20
188,2.971761570852838e-20
189,3.118976866349739e-20
190,3.109173250764427e-20
191,1.9307940643707618e-20
192,2.863484185330273e-20
193,2.1945143603980315e-20
194,2.873235186665383e-20
195,3.0813401869215317e-20
196,2.9206154028094933e-20
197,2.5100320988392436e-20
198,3.036360162934764e-20
199,2.9876669366345117e-20
200,2.850381835330685e-20
201,3.0486554762583696e-20
202,2.3309008945470557e-20
203,3.231731665275884e-20
204,3.284303579551385e-20
205,3.163626042006461e-20
206,3.380591006406823e-20
207,3.062688393410302e-20
208,3.0200204382310245e-20
209,2.9642813731099876e-20
210,3.110772955718376e-20
211,2.806346085938507e-20
212,2.924231664965657e-20
213,2.7130930201595285e-20
214,2.123719381340052e-20
215,2.8552457611813404e-20
216,2.923941734696434e-20
217,2.950218626951742e-20
218,2.879595183057706e-20
219,2.644234741811415e-20
220,2.1486497730080166e-20
221,2.7108001566787274e-20
222,2.896056651743008e-20
223,2.709788725004782e-20
224,2.1015083636661528e-20
225,2.799199955444478e-20
226,2.806961935890171e-20
227,2.2635519188556005e-20
228,2.814335898022246e-20
229,1.9800933130269238e-20
230,3.031260752454139e-20
231,3.049724776803262e-20
232,2.717721619544046e-20
233,2.7987546243425566e-20
234,3.2195263224504635e-20
235,1.8165695293301737e-20
236,1.8431477958764172e-20
237,2.6834736920057388e-20
238,2.8646971056023696e-20
239,2.6870964824329988e-20
240,3.6890925719413346e-20
241,2.879974142637775e-20
242,3.931795083774488e-20
243,2.934322358252159e-20
244,2.3925303514372005e-20
245,3.041404126326736e-20
246,2.857122092402019e-20
247,1.8895361270005535e-20
248,2.831247408419666e-20
249,2.7164403724235733e-20
250,3.098401235916971e-20
251,3.076615810267372e-20
252,2.859851102783545e-20
253,2.1446578010132864e-20
254,3.155088787712594e-20
255,3.2786127129707394e-20
256,3.480279608390676e-20
257,2.7090042482940537e-20
258,2.9856316041984884e-20
259,2.1028993673914135e-20
260,1.963109594260893e-20
261,2.986176017467283e-20
262,2.4601052709225965e-20
263,3.4199826704382e-20
264,2.4701250708271753e-20
265,2.3267379191630854e-20
266,2.731982644738535e-20
267,2.819187885171776e-20
268,2.9759997546806957e-20
269,2.3015773382138198e-20
270,2.816922538251901e-20
271,3.31701958208648e-20
272,2.842973166813391e-20
273,2.4221692961009896e-20
274,3.3903910390023944e-20
275,2.3412486852650087e-20
276,2.963024255323331e-20
277,2.844976327313061e-20
278,2.7093498955421828e-20
279,2.0090368253643763e-20
280,2.3541017646923713e-20
281,3.021307874806832e-20
282,2.632499916120875e-20
283,2.0150119230379068e-20
284,3.0035501783873736e-20
285,2.8250456118104206e-20
286,2.876371634931804e-20
287,2.730775627379204e-20
288,2.331043607053174e-20
289,2.9743244359393775e-20
290,2.6833296172298327e-20
291,1.9669131960009508e-20
292,2.9806492516699114e-20
293,3.154980067768511e-20
294,2.5227135177317686e-20
295,2.776685609182764e-20
296,2.9848277652066464e-20
297,2.97495238584243e-20
298,2.074865467254083e-20
299,3.181604058470119e-20
300,3.132064360590332e-20
301,2.7730963233259395e-20
302,2.759440128768806e-20
303,2.703036150422688e-20
304,3.6523154476132186e-20
305,2.8813973799832375e-20
306,2.896398537854239e-20
307,2.7763451752302266e-20
308,2.069277889018806e-20
309,3.2996306839128686e-20
310,2.9087763089819475e-20
311,2.197305481441001e-20
312,2.865857382363181e-20
313,3.089874498808567e-20
314,3.2226299640018546e-20
315,2.5287299430171012e-20
316,2.6441565924647035e-20
317,2.4653225618606665e-20
318,2.951073159835699e-20
319,3.3721677390998284e-20
320,2.7100351347694368e-20
321,2.654188662445356e-20
322,3.075862766777987e-20
323,3.0290295156873336e-20
324,2.8610121268289657e-20
325,2.988823722128974e-20
326,2.604858955782579e-20
327,3.4967224160341166e-20
328,2.6269307940849437e-20
329,3.2426043095440303e-20
330,3.113925446371651e-20
331,2.8572626169306087e-20
332,2.8168308359871587e-20
333,3.2474602243283774e-20
334,2.8938819413042775e-20
335,2.8657948209102257e-20
336,1.8781320089893063e-20
337,2.9805195822174465e-20
338,2.706300776780654e-20
339,3.036285386382077e-20
340,3.4381508737807407e-20
341,2.0637513875878688e-20
342,2.0722959336582805e-20
343,3.173596445836353e-20
344,1.9414642922973775e-20
345,3.181421599329313e-20
346,2.710893155512779e-20
347,2.693817790795645e-20
348,2.855864320756738e-20
349,2.9791696969528097e-20
350,3.341028641121022e-20
351,2.9660089498438393e-20
352,2.959955908177282e-20
353,2.0390669814634612e-20
354,2.961730406556515e-20
355,1.907925232392004e-20
356,3.264934587447897e-20
357,3.3341239734841784e-20
358,2.803538120459738e-20
359,2.7377026642735493e-20
360,2.2248122896976436e-20
361,3.155430962924737e-20
362,2.757490650290346e-20
363,2.215826155391642e-20
364,2.7183698314758364e-20
365,3.01336727931562e-20
366,3.180137560237975e-20
367,3.056660508925588e-20
368,2.952871537929765e-20
369,3.0029972306513757e-20
370,2.4237734369804507e-20
371,2.6073490084145608e-20
372,1.8767912763066594e-20
373,3.129306104414992e-20
374,3.1708955816722576e-20
375,2.78944701116138e-20
376,3.317101461547066e-20
377,2.730463683955135e-20
378,3.308499319635967e-20
379,2.938957457094832e-20
380,2.970535911866922e-20
381,2.782316611161792e-20
382,2.89298294566566e-20
383,2.991783300690309e-20
384,2.733012414072069e-20
385,2.6140404801365928e-20
386,3.0405456727106855e-20
387,3.3376019876992386e-20
388,2.512702498768967e-20
389,2.6149107183004952e-20
390,3.2532955485715865e-20
391,3.0835441515665613e-20
392,2.924105477934446e-20
393,3.2300051453296766e-20
394,3.197980010579183e-20
395,2.41638105338058e-20
396,2.2168482661629138e-20
397,1.8140882364151812e-20
398,3.3825391328192236e-20
399,2.9468889222954304e-20
400,3.482051559016516e-20
401,2.7932519713325167e-20
402,3.339298991291259e-20
403,2.910287851237476e-20
404,3.2778408498617114e-20
405,2.735514369803381e-20
406,3.045685243361156e-20
407,2.7206696238971163e-20
408,2.74959004827258e-20
409,2.1228418697277348e-20
410,3.769832909061429e-20
411,2.8546175771201164e-20
412,2.81937450150029e-20
413,3.446660123851736e-20
414,2.730010746705901e-20
415,3.2891345957425674e-20
416,3.025144473822757e-20
417,2.885988622337261e-20
418,3.349922417204204e-20
419,2.683023857952236e-20
420,2.9117694794147175e-20
421,2.0601093303030903e-20
422,1.8633941688168762e-20
423,3.290663666153916e-20
424,3.1551642991615745e-20
425,2.802350621698971e-20
426,3.431755787325359e-20
427,1.903602813888775e-20
428,3.00328206583153e-20
429,2.2086223334896828e-20
430,1.9675011614877424e-20
431,2.6547832521941593e-20
432,2.8490149232280626e-20
433,3.1023852622514624e-20
434,2.868151090099492e-20
435,1.984375043207901e-20
436,3.218465392245832e-20
437,2.3674090387107213e-20
438,2.684782426058171e-20
439,2.13450308207836e-20
440,2.9507103183271765e-20
441,2.9606988817363177e-20
442,2.9801300129346763e-20
443,2.7982233369713063e-20
444,2.2176290134955728e-20
445,3.2823242978394396e-20
446,3.173808063978223e-20
447,3.0133316278396235e-20
448,2.8267895243623755e-20
449,3.173669895650393e-20
450,3.2404543417516306e-20
451,2.942526247689774e-20
452,2.6974777908645236e-20
453,2.889614451921817e-20
454,2.642765946340326e-20
455,2.890092416951924e-20
456,2.7731892611902635e-20
457,3.3043067441740683e-20
458,2.8352628850322157e-20
459,2.229478903254228e-20
460,3.0982452794680513e-20
461,2.6829589085441862e-20
462,2.660744202500532e-20
463,2.639546624372851e-20
464,2.4526503409563984e-20
465,2.766449937214839e-20
466,3.070893783234042e-20
467,3.2660932783514373e-20
468,1.9473901140365445e-20
469,2.316680456858424e-20
470,3.0920227094422054e-20
471,3.236193240136517e-20
472,2.867732301787563e-20
473,2.6976053617735253e-20
474,2.9982911033034336e-20
475,2.7083957043602922e-20
476,3.280745888060757e-20
477,2.7774824891393235e-20
478,2.0667624768297572e-20
479,2.0274934681896087e-20
480,3.374677161522992e-20
481,3.233946556140658e-20
482,3.3077416699542355e-20
483,3.065007345639249e-20
484,2.7901278052664056e-20
485,3.2003819376179544e-20
486,2.7887050204018765e-20
487,3.149309063805885e-20
488,1.884452714271758e-20
489,2.9627810626731e-20
490,2.937779023755747e-20
491,2.7937185042592345e-20
492,2.9260728665860876e-20
493,3.2312393433147325e-20
494,2.4223645513013346e-20
495,2.9467065635419856e-20
496,2.4232008350376175e-20
497,2.9532733499963326e-20
498,3.019606609931173e-20
499,2.902881668742062e-20
