7.500998282668519535e-01 7.504376717331481261e-01 1.522788897015078281e-05 6.658223219400116191e-05
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
2.498923088167168960e-01 2.495451911832641811e-01 1.621112471000082814e-05 6.766467930834101823e-05
7.862916419303300563e-06 1.713708358069972624e-05 5.559850018515935893e-06 1.211669307242021541e-05
