,"k-means clusters 75, (Joules)"
0,1.2221533095929731e-20
1,1.4826285309655292e-20
2,1.9049714374859453e-20
3,1.1500095543009058e-20
4,1.8933389688497057e-20
5,1.880212292246093e-20
6,2.634547095044509e-20
7,2.3732788778922756e-20
8,2.19235040082119e-20
9,2.2726292268986926e-20
10,1.2639727358600258e-20
11,2.1014471446661943e-20
12,1.8935900821081066e-20
13,2.5616562284293037e-20
14,2.315820846603354e-20
15,2.2338830817378102e-20
16,2.3002283562286e-20
17,1.8810962996917335e-20
18,2.3257170424640897e-20
19,1.9207300408131637e-20
20,2.1776057694644647e-20
21,2.1630253848290737e-20
22,1.3425088938498204e-20
23,2.0826783408277942e-20
24,2.2462849218839133e-20
25,2.119967431621814e-20
26,2.2230245428431498e-20
27,2.2479696664432998e-20
28,1.4647054934671744e-20
29,1.1063137433309261e-20
30,2.4087801745831956e-20
31,2.457737140969855e-20
32,2.0217058805654437e-20
33,2.2848448735985316e-20
34,1.9467103498728588e-20
35,2.158859181428003e-20
36,2.317556279536691e-20
37,2.0008927701737136e-20
38,1.267200881546243e-20
39,1.2542305418681197e-20
40,2.2506091838476985e-20
41,1.8644730501732467e-20
42,1.8964778564726287e-20
43,1.868148395681792e-20
44,2.09095676201631e-20
45,2.2951456047666102e-20
46,1.4694444503758434e-20
47,2.0144551038235308e-20
48,2.125683385515299e-20
49,1.0274418691005276e-20
50,2.0326012160978315e-20
51,2.0186059679506998e-20
52,2.082405692852872e-20
53,2.4910447887827338e-20
54,2.364465960885835e-20
55,1.048026643663209e-20
56,2.5384883337237812e-20
57,2.392466297210932e-20
58,1.9359448479744513e-20
59,2.1351284846309348e-20
60,2.1445526335478363e-20
61,2.027848725468965e-20
62,2.1070056554106854e-20
63,2.0060201368385827e-20
64,2.7477235126221694e-20
65,1.982514560114337e-20
66,2.0914300050066166e-20
67,2.1647790627574826e-20
68,2.023290493830087e-20
69,1.697140428095922e-20
70,2.2272161671260325e-20
71,2.1018228061941226e-20
72,2.0623573393852706e-20
73,2.3741969511882295e-20
74,2.2104114383000152e-20
