,"k-means clusters 50, (Joules)"
0,2.5827004544701807e-20
1,5.6561247464132795e-21
2,1.8508578305492212e-20
3,2.3878851870823697e-20
4,2.643485435538756e-20
5,2.5850388997626304e-20
6,2.7019237827840046e-20
7,2.4771336421672642e-20
8,2.3717449615808973e-20
9,2.4067255048358783e-20
10,1.7869561049491057e-20
11,2.412597492788062e-20
12,2.2846052044367657e-20
13,1.7980802368097102e-20
14,2.297612512689806e-20
15,1.1693456597042907e-20
16,2.1309398367717926e-20
17,2.148742287159508e-20
18,2.5778536617087543e-20
19,1.8969181181546144e-20
20,2.3646327094922468e-20
21,2.6599007984055115e-20
22,3.0012519911224344e-20
23,7.506372789238488e-21
24,1.6938404288127026e-20
25,2.4772915768159985e-20
26,2.5042905347986296e-20
27,2.5291878736832517e-20
28,2.2919639670749028e-20
29,2.6066573065471463e-20
30,1.8867766750490143e-20
31,2.443333421777403e-20
32,1.8451615571405186e-20
33,1.8252597807738404e-20
34,2.6321042279461167e-20
35,2.797009126617255e-20
36,7.130811838744315e-21
37,1.85274929527055e-20
38,2.1314984798532443e-20
39,9.56308299509569e-21
40,2.3514389679762664e-20
41,2.267335227557429e-20
42,1.7737802098045964e-20
43,1.7422414853626385e-20
44,2.8964188542883096e-20
45,2.0989517213214047e-20
46,2.0450192071313183e-20
47,2.0794707789433983e-20
48,2.6200829237043787e-20
49,2.5546733164346142e-20
