7.499898164493935537e-01 7.499976835506007022e-01 1.018297554296094889e-05 2.316464381391738804e-06
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
2.500101835506032821e-01 2.500023164493966887e-01 1.018297554322984797e-05 2.316464381519722517e-06
0.000000000000000000e+00 0.000000000000000000e+00 nan nan
