,"k-means clusters 500, (Joules)"
0,3.182543802483323e-20
1,1.383865739373601e-20
2,3.678109361152803e-20
3,2.2538919830283737e-20
4,3.272529503792096e-20
5,2.3332988306209822e-20
6,2.272003212285177e-20
7,3.503108643875582e-20
8,2.5799271660625774e-20
9,3.2916811317913966e-20
10,3.710897646093942e-20
11,3.649848441603668e-20
12,2.369271993390363e-20
13,3.21894031473327e-20
14,3.519624918419309e-20
15,2.2682156747686876e-20
16,3.340791834027137e-20
17,3.796877190066514e-20
18,3.7162835658516004e-20
19,3.103159416110495e-20
20,2.7228403709640655e-20
21,3.651868681205726e-20
22,3.1229032215626753e-20
23,3.641612773804924e-20
24,3.057559363675415e-20
25,3.745652690700675e-20
26,2.93367107536898e-20
27,1.582728402844443e-20
28,3.0337340539586487e-20
29,2.932141344533328e-20
30,3.248788008638401e-20
31,3.044375083303394e-20
32,3.886693423442262e-20
33,3.553591480763555e-20
34,2.6217906018599202e-20
35,3.145434428719721e-20
36,3.514052809301278e-20
37,1.601564555197155e-20
38,2.9915475963568706e-20
39,3.515347508724427e-20
40,2.8104478882897296e-20
41,3.005795058976189e-20
42,3.3064564268896707e-20
43,3.7766055158785006e-20
44,3.2742661838459805e-20
45,2.2664728547134603e-20
46,2.5130292293836582e-20
47,3.678006714826669e-20
48,2.5976667262988166e-20
49,2.292647371233878e-20
50,3.588842471013695e-20
51,3.517248729424041e-20
52,3.119821325854717e-20
53,3.5734263414678654e-20
54,3.039082866936679e-20
55,1.9298587171179903e-20
56,3.6112760899943634e-20
57,1.9439944323614237e-20
58,3.3471530132251457e-20
59,3.1680030429218104e-20
60,3.715418998735051e-20
61,3.5612929303823956e-20
62,2.883596361093502e-20
63,3.574555989175805e-20
64,3.615696982016364e-20
65,2.839216795599536e-20
66,3.4823707243696503e-20
67,3.6349865043672275e-20
68,3.8053247884205955e-20
69,3.8747924204882413e-20
70,2.6148726063892542e-20
71,3.714756143460461e-20
72,3.2255478829940354e-20
73,3.765797515812987e-20
74,3.83840077588268e-20
75,2.5876008705044845e-20
76,2.5106370114375218e-20
77,3.551334588273178e-20
78,2.6962415648164642e-20
79,2.3258423503660305e-20
80,3.034321396509536e-20
81,3.11598280144467e-20
82,3.2528694989443245e-20
83,1.9563854738149444e-20
84,3.68890445141783e-20
85,3.074813504855914e-20
86,3.19333576712378e-20
87,3.4154357174078524e-20
88,3.1655522870886045e-20
89,3.116078183944965e-20
90,3.178354146552272e-20
91,2.887567032789921e-20
92,3.79993081196876e-20
93,3.155186565731528e-20
94,2.7596989829858993e-20
95,3.3558991383704054e-20
96,3.647219801188232e-20
97,3.4796249079476705e-20
98,3.535471477927078e-20
99,1.4780159138440555e-20
100,3.796746225875141e-20
101,3.6476077469507184e-20
102,2.1339041124332004e-20
103,3.504591477926056e-20
104,3.187246811797222e-20
105,3.0184347786557344e-20
106,2.1736673799112785e-20
107,3.273642189385884e-20
108,1.8718064921650716e-20
109,1.3925358510209585e-20
110,3.047803700816789e-20
111,2.637559367231726e-20
112,2.973191867484675e-20
113,3.134878036042721e-20
114,2.4938751177953117e-20
115,3.464222371853549e-20
116,2.4466447288225326e-20
117,1.6490558306764244e-20
118,2.925872197896844e-20
119,3.076633809040487e-20
120,3.640567024636764e-20
121,3.8130407988347285e-20
122,3.074767408890601e-20
123,3.517218415441111e-20
124,3.3712068141156794e-20
125,2.437131295050444e-20
126,3.2964633795432074e-20
127,3.382327912908773e-20
128,2.6845817191229437e-20
129,3.577945464093724e-20
130,2.9179780376328784e-20
131,3.396414470384661e-20
132,3.800370942901524e-20
133,3.9123620347207846e-20
134,3.482134821651209e-20
135,3.689225178900437e-20
136,3.424037466989733e-20
137,3.882880097219168e-20
138,3.993850517383782e-20
139,2.8305471478818424e-20
140,3.1927198053998003e-20
141,3.401354495685643e-20
142,3.2370752829909017e-20
143,2.898229983346909e-20
144,1.6991895246443048e-20
145,2.440540969194528e-20
146,2.7115889564143226e-20
147,1.4949027493956634e-20
148,3.6872047111266675e-20
149,3.209644973084346e-20
150,3.7853672718277484e-20
151,3.3431215778658026e-20
152,3.5061429740139826e-20
153,3.260824079577582e-20
154,3.899787726040465e-20
155,3.7649594060253066e-20
156,3.55844972445708e-20
157,3.044436095504336e-20
158,3.2262098807290497e-20
159,3.1634538496558424e-20
160,2.27033188594959e-20
161,3.240886260699115e-20
162,3.561062327569477e-20
163,3.465893735255733e-20
164,3.590811646928155e-20
165,3.235079290136678e-20
166,2.6244606521345392e-20
167,2.950999267270429e-20
168,2.853872606439802e-20
169,3.009628441149389e-20
170,3.0336036835375147e-20
171,2.702749706099621e-20
172,3.5649607491115937e-20
173,3.141866397360597e-20
174,3.609201451076901e-20
175,3.7626899480096443e-20
176,2.880617991628716e-20
177,3.166057889556676e-20
178,2.793241811008916e-20
179,3.306634925675757e-20
180,3.3564594975448076e-20
181,3.273134383123976e-20
182,2.732120084884893e-20
183,2.886565292563135e-20
184,2.2955322863744313e-20
185,3.057842953428844e-20
186,3.1934234437093264e-20
187,3.1862012019290365e-20
188,3.277597381963122e-20
189,2.0565619476978027e-20
190,3.1787856829307516e-20
191,3.634236770218078e-20
192,3.713785625768618e-20
193,3.815817997008284e-20
194,3.4849188706548455e-20
195,1.5812702036728234e-20
196,2.3887478399428874e-20
197,3.0861616751417887e-20
198,3.538487796058109e-20
199,3.123686525757355e-20
200,3.5745690899985964e-20
201,2.44679926976438e-20
202,2.80597089740663e-20
203,3.04130282865925e-20
204,3.1749036794115307e-20
205,3.294656919611729e-20
206,3.670045360878363e-20
207,3.8055675172225527e-20
208,3.4544137774026944e-20
209,3.673022959773917e-20
210,3.114945115899905e-20
211,2.0811207025974804e-20
212,3.572833046953807e-20
213,3.2107582386189584e-20
214,3.486696386011008e-20
215,3.597389743523564e-20
216,3.338113229318221e-20
217,3.213268485396054e-20
218,3.50418914582263e-20
219,3.269490658740759e-20
220,3.79323981276428e-20
221,3.137491527632739e-20
222,3.7254244165413474e-20
223,2.6702686867865022e-20
224,3.86356066960185e-20
225,1.742056758925025e-20
226,2.9020650951406914e-20
227,3.284108691528933e-20
228,1.5548155400484163e-20
229,2.1339778850137228e-20
230,3.5751782959704524e-20
231,3.182213770070702e-20
232,1.938328349952622e-20
233,3.2357399278667106e-20
234,3.015720240642584e-20
235,2.1630637206645135e-20
236,2.4396772984265693e-20
237,3.564702959658805e-20
238,2.208340307949717e-20
239,3.795948064261831e-20
240,1.8678258229604674e-20
241,3.7637112603588775e-20
242,3.705375748450781e-20
243,2.498513990928862e-20
244,3.6004605533966676e-20
245,3.082356204082225e-20
