,"k-means clusters 500, (Joules)"
246,2.7954290852220206e-20
247,3.511059321124028e-20
248,3.654500326668997e-20
249,3.685061416251796e-20
250,3.492604626087323e-20
251,3.603969738012132e-20
252,1.5490508754219903e-20
253,3.7309301758708446e-20
254,3.1485901080051815e-20
255,3.68475328251559e-20
256,3.703285172710394e-20
257,3.492109957179477e-20
258,3.749582196334646e-20
259,3.550338756843641e-20
260,2.1753175621803075e-20
261,3.7299323054168e-20
262,3.053717405099239e-20
263,3.533372541292425e-20
264,2.4719056970813944e-20
265,3.0927806265782515e-20
266,3.21813320491852e-20
267,3.6355740017016126e-20
268,3.166290595124347e-20
269,4.0625524079617957e-20
270,3.203227813847218e-20
271,3.1601737457950544e-20
272,3.3762650287666197e-20
273,3.112576122589327e-20
274,3.342918476669261e-20
275,3.1802603474923587e-20
276,3.884821497475479e-20
277,2.4341020646302433e-20
278,3.2664858371430694e-20
279,3.5427034147524314e-20
280,3.67819676790791e-20
281,3.555781514500552e-20
282,2.2232556131668913e-20
283,3.0735030657529264e-20
284,3.280209488056631e-20
285,3.3584832057961774e-20
286,2.275645764969783e-20
287,3.7114394612995344e-20
288,3.4281596810456637e-20
289,1.5156537285125266e-20
290,3.657893072642092e-20
291,3.6573777927308596e-20
292,3.0200453920511754e-20
293,1.6156023892773303e-20
294,3.04118710768493e-20
295,3.666755984924096e-20
296,1.549210681576809e-20
297,3.351969488990805e-20
298,3.1614255203852023e-20
299,3.6416578865033664e-20
300,2.921940283563739e-20
301,3.9261039859637686e-20
302,3.740224590185743e-20
303,2.08465049183989e-20
304,3.1429053190294715e-20
305,2.9931307589005645e-20
306,3.651566338520949e-20
307,3.6855255754727354e-20
308,3.2049921074582806e-20
309,3.317961432860875e-20
310,3.241551711327429e-20
311,3.553207465708707e-20
312,3.226147451530739e-20
313,1.469688447535533e-20
314,3.103282617584965e-20
315,3.5084325804451655e-20
316,3.806511650064207e-20
317,3.082687327475547e-20
318,3.270974152690426e-20
319,3.039361959343981e-20
320,3.6001993025389526e-20
321,3.744482230308636e-20
322,3.2614014878905007e-20
323,3.0564211532818974e-20
324,3.145099394719563e-20
325,3.1843538012168507e-20
326,3.707925973193096e-20
327,3.602012830365057e-20
328,2.776695770191028e-20
329,3.555758183441164e-20
330,3.017976196164896e-20
331,1.4992038145374213e-20
332,3.7755357274947244e-20
333,2.767772246691954e-20
334,2.7680554383917674e-20
335,2.4553234082232652e-20
336,2.190347341562252e-20
337,2.1658741691792347e-20
338,2.4843941932279857e-20
339,3.611130215585892e-20
340,3.5918200965371315e-20
341,1.6539015705029117e-20
342,3.1861054579437834e-20
343,3.05166982551573e-20
344,3.856933392673225e-20
345,3.148984537425153e-20
346,3.782051914999324e-20
347,3.728704911695806e-20
348,3.144747880989638e-20
349,3.3242503922929784e-20
350,1.5813461314388416e-20
351,3.6312498014950966e-20
352,3.4333987552754066e-20
353,3.313760940368257e-20
354,2.2298597756931167e-20
355,3.183038072899067e-20
356,2.940821610840426e-20
357,3.647204815935254e-20
358,2.451431326371719e-20
359,3.9049679296134294e-20
360,3.081506087735502e-20
361,3.808130307453982e-20
362,3.5476693932153907e-20
363,2.668555349336828e-20
364,3.5024140005855104e-20
365,3.3404664743418646e-20
366,3.1769735753054637e-20
367,3.2374397949079697e-20
368,3.2418303721253207e-20
369,2.6360190323793158e-20
370,2.3434885751247168e-20
371,3.62044266244961e-20
372,3.690151361674782e-20
373,3.6406649131993994e-20
374,3.5122856201650307e-20
375,3.5650089075164505e-20
376,3.940296975659491e-20
377,3.0266292328722224e-20
378,3.2520761945175915e-20
379,2.917399089022368e-20
380,3.795055653390284e-20
381,3.4067627788499295e-20
382,3.518005578722509e-20
383,3.568443850426974e-20
384,2.8528873733811676e-20
385,3.758359848777826e-20
386,3.4376933456906886e-20
387,2.8124379078588715e-20
388,3.208453802422055e-20
389,3.673018345675945e-20
390,3.4418630464738635e-20
391,2.6950668101415454e-20
392,3.517555430487413e-20
393,2.7102829361813048e-20
394,2.2633685120353717e-20
395,2.455118210228919e-20
396,3.149932339637137e-20
397,3.180433621444253e-20
398,1.611156684568931e-20
399,3.7904133957346894e-20
400,3.640903754541184e-20
401,3.6130038334449535e-20
402,3.1075638106800655e-20
403,2.74910146565328e-20
404,3.494883587122771e-20
405,3.712466902310231e-20
406,3.2765810474579945e-20
407,1.6780215282425675e-20
408,2.786894458523653e-20
409,3.8049769104961835e-20
410,3.685288968328098e-20
411,3.7091456480457614e-20
412,2.875007754135171e-20
413,3.7687813649135324e-20
414,3.7363550924513993e-20
415,3.3049761302845155e-20
416,3.66353781169997e-20
417,2.6547080003731925e-20
418,2.962939217316151e-20
419,3.667890145777767e-20
420,3.3521377321933845e-20
421,3.249449571428323e-20
422,2.3993540258060663e-20
423,3.233013034283338e-20
424,3.9700961254704785e-20
425,3.7379974359255604e-20
426,3.6541572950140283e-20
427,3.2059040279835995e-20
428,3.672354052291255e-20
429,3.000320231996113e-20
430,3.736741920333437e-20
431,3.2330725114247854e-20
432,2.886295364757869e-20
433,4.07386515068071e-20
434,3.607412447839603e-20
435,2.961222221735767e-20
436,3.740002634961683e-20
437,3.806842379666813e-20
438,3.345339631186771e-20
439,3.386809895249153e-20
440,2.5348539608419698e-20
441,3.6485057636698074e-20
442,2.3930424813392753e-20
443,3.6584562932657815e-20
444,3.766860061426692e-20
445,3.145337157391737e-20
446,3.6372059590543837e-20
447,2.893290094439796e-20
448,2.327850212468806e-20
449,3.7300839712212377e-20
450,3.074460925820992e-20
451,3.892049803354912e-20
452,3.810970961532902e-20
453,3.5074854556069176e-20
454,3.274660497393924e-20
455,2.803097450770256e-20
456,2.44716015165899e-20
457,3.6090390888447196e-20
458,3.46995235816245e-20
459,1.892834069237943e-20
460,3.5133903014635133e-20
461,3.27770235741203e-20
462,1.4595334319322498e-20
463,2.6602778298478796e-20
464,3.2985906277578915e-20
465,3.1634574841996535e-20
466,3.6596693226154265e-20
467,3.1730878743596285e-20
468,2.528094082599864e-20
469,3.49969200959404e-20
470,3.117854122932186e-20
471,3.5723821316491004e-20
472,3.6681382167165193e-20
473,3.652545777114653e-20
474,3.411465601649491e-20
475,3.6728454964879927e-20
476,3.725272142647858e-20
477,3.198208961932438e-20
478,3.24765591902184e-20
479,2.625881430944784e-20
480,3.828737119814401e-20
481,1.5213654530367935e-20
482,3.054406904152809e-20
483,3.6171880386135254e-20
484,2.1816166771498065e-20
485,3.041997175609625e-20
486,2.823495491864767e-20
487,2.4856120253897735e-20
488,2.2088295668255315e-20
489,2.9238615921812717e-20
490,3.402285959452922e-20
491,3.848001861681889e-20
492,3.79311724234665e-20
493,1.8495755749139075e-20
494,3.019533245104576e-20
495,3.268459779704122e-20
496,2.873437842231265e-20
497,2.4442221511121012e-20
498,3.861953291359859e-20
499,3.3644111482583485e-20
