,k-means clusters 75
0,0.01046256938893942
1,0.005748864908780013
2,0.002190892189461812
3,0.0016098981255717303
4,0.09784086102897363
5,0.00328232726593903
6,0.006783137436194638
7,0.0031611575186741843
8,0.0012051967374595131
9,0.0029877877511513386
10,0.255372794252261
11,0.0022898384678297894
12,0.0018341248404340172
13,0.0033024678285214475
14,0.003600090062592686
15,0.00039311542279762713
16,0.008538913919279738
17,0.004123561956594079
18,0.0009294990372934705
19,0.0015175494302107218
20,0.0006259321779031689
21,0.005393632049226939
22,0.006080625852855321
23,0.001960170373927638
24,0.0018820340874238593
25,0.00473811773418125
26,0.006367175255573493
27,0.0024163410535233574
28,0.0011997724540717398
29,0.0018429810520634907
30,0.001911732760608203
31,0.06744039768310812
32,0.0010148326966401694
33,0.0076677465111252225
34,0.004107397936434429
35,0.001328023050410702
36,0.006809600963070087
37,0.010911937983461809
38,0.0039038110477340694
39,0.16199483974894346
40,0.0070617356151795214
41,0.009733635534684829
42,0.0008701046701764741
43,0.0010427185528636273
44,0.001927945610843892
45,0.00413110898277367
46,0.000615934379758734
47,0.0016174780228848844
48,0.0011580723567985258
49,0.006978041419331555
50,0.0004890047535644242
51,0.007604432874497551
52,0.004506966548678132
53,0.00348304391727821
54,0.0010715958247496937
55,0.0015930567650582026
56,0.007109522406422595
57,0.013181051940305302
58,0.1633457383316107
59,0.0022675980577424163
60,0.0018250144521158502
61,0.0027578250888959876
62,0.0022634032272389084
63,0.0019479228047417755
64,0.007533017924832102
65,0.002609172702822788
66,0.0014251804571180778
67,0.0014331932010263322
68,0.0015669296338004643
69,0.0035793184636044115
70,0.0010705719154776288
71,0.006609543503320219
72,0.006237007202418999
73,0.0019258553030459481
74,0.000655507513091025
