,FF,nstates,BS,BS std,BS sem
0,AMBER99,500,52.96879185775428,0.3718692858176113,0.16630500036649545
1,AMBER99SBnmr1-ildn,500,54.85271666850497,0.2254695730630012,0.10083305844534522
2,AMBER99SB,500,59.30092704784571,0.23346405816574345,0.10440830087231344
3,AMBER14SB,500,62.74642241499936,0.25517278283486766,0.1041738523652413
4,AMBER99SB-ildn,500,63.20929439636376,0.1397765293292495,0.06988826466462475
5,OPLS-aa,500,78.30444333060959,0.4065443521143528,0.18181216143926063
6,CHARMM27,500,83.8772233159082,0.2648177051466818,0.11843007807069528
7,CHARMM36,500,84.56110747239033,0.29799773640102617,0.1332686391467516
8,CHARMM22star,500,86.92711483559471,0.11236647592709278,0.05618323796354639
