,"k-means clusters 500, (Joules)"
0,1.863101738109783e-20
1,3.7001068063705314e-20
2,4.908121858733964e-20
3,6.500505011249821e-20
4,3.157679167403546e-20
5,4.125365474262365e-20
6,4.054793773732107e-20
7,3.4723038923764515e-20
8,2.1229081546186316e-20
9,4.7692939969734175e-20
10,4.6070817077975386e-20
11,1.9082278651416827e-20
12,4.737530171566319e-20
13,4.0890672819389885e-20
14,1.9962226567025404e-20
15,3.897070295965836e-20
16,3.390089720915827e-20
17,4.962445130775766e-20
18,2.5533053162770413e-20
19,4.8808196794154297e-20
20,4.596418463131033e-20
21,4.222630601222687e-20
22,2.2463355723325887e-20
23,3.064110824093558e-20
24,2.959921352607123e-20
25,2.261310206056595e-20
26,4.488358195056085e-20
27,5.053283226084554e-20
28,4.8981349101048635e-20
29,3.3142989025617353e-20
30,3.157102260801784e-20
31,3.431580582561915e-20
32,3.9807596632705083e-20
33,1.9498920419764382e-20
34,4.995141501120485e-20
35,4.987016535771135e-20
36,3.848333725917951e-20
37,1.7750733066729227e-20
38,3.084046041810207e-20
39,5.2136992739303435e-20
40,3.9294717067422704e-20
41,3.0017107823857104e-20
42,2.3971115795414055e-20
43,4.0766828407809745e-20
44,3.0311287678255056e-20
45,3.974822979897149e-20
46,1.5865147993275397e-20
47,5.1686564683543514e-20
48,3.894497061550646e-20
49,3.925581821463996e-20
50,3.863503946781066e-20
51,2.0817200128392175e-20
52,2.896527965938274e-20
53,4.6733590193934565e-20
54,4.3820179905530044e-20
55,3.828793193570379e-20
56,3.2924955143465554e-20
57,3.134657432917158e-20
58,3.486052045617648e-20
59,1.7657968065291373e-20
60,5.0861640221573265e-20
61,3.2172322795557126e-20
62,4.450453285559986e-20
63,3.121213127435877e-20
64,3.9357716710628695e-20
65,2.6948388207754492e-20
66,3.911170998002814e-20
67,3.0928148558344125e-20
68,2.263598396494779e-20
69,2.112514869625157e-20
70,3.3825253969017044e-20
71,3.32642023875975e-20
72,3.523820480616684e-20
73,1.9191438194434597e-20
74,3.216116175780699e-20
75,2.5171544891323375e-20
76,2.772923963797471e-20
77,5.046538195253091e-20
78,4.193708821319965e-20
79,5.2855454619135784e-20
80,3.6357824901324326e-20
81,1.7649743675246894e-20
82,4.789803482406206e-20
83,3.4657387069313925e-20
84,3.27277230747672e-20
85,2.1584574434176055e-20
86,4.5476985479968974e-20
87,4.524648871665704e-20
88,4.734437292605861e-20
89,2.0236254309223145e-20
90,4.1228050773615144e-20
91,4.02534484678812e-20
92,2.6816300802597402e-20
93,4.963859848823729e-20
94,4.0718682838185366e-20
95,1.6303550187170782e-20
96,3.236288064977767e-20
97,3.187975823363648e-20
98,1.8124730094041298e-20
99,4.300047683693038e-20
100,2.6012178678113186e-20
101,2.56449191562539e-20
102,4.9239602521990956e-20
103,2.6082658694139137e-20
104,3.8347424412670046e-20
105,2.568675894900195e-20
106,2.0722924614007964e-20
107,3.5875257439987743e-20
108,3.435993307170836e-20
109,4.9014420510420727e-20
110,3.530900372010814e-20
111,3.3923504773768415e-20
112,5.0389691818069464e-20
113,4.196337277684879e-20
114,2.430732068366939e-20
