,"k-means clusters 500, (Joules)"
115,4.096417497415284e-20
116,1.7336084599704504e-20
117,2.919328910548595e-20
118,3.707264969652174e-20
119,1.8918105705521105e-20
120,4.1420323691944573e-20
121,4.806827263879806e-20
122,3.134803926110492e-20
123,1.7158990399888787e-20
124,3.6913151022776617e-20
125,3.2332443459415553e-20
126,2.068920446062687e-20
127,3.2797850153190136e-20
128,1.8310084592230313e-20
129,3.812930218351373e-20
130,2.2588405814678844e-20
131,4.942762782674638e-20
132,3.556115650889604e-20
133,3.9658151944634876e-20
134,5.223535491135089e-20
135,3.205883772140687e-20
136,2.715341565433478e-20
137,1.675115992128139e-20
138,2.281020771458648e-20
139,3.035351060342336e-20
140,4.942871932835611e-20
141,5.135949318856949e-20
142,2.077616882240622e-20
143,4.195197745750995e-20
144,3.540390528225427e-20
145,4.763776038547661e-20
146,3.2491758079626645e-20
147,4.14056164134081e-20
148,1.9302790108392628e-20
149,4.6694811163211095e-20
150,4.125294340178359e-20
151,3.225355203033885e-20
152,3.2010615444856814e-20
153,3.496557640811402e-20
154,3.153390537001048e-20
155,5.028304838883398e-20
156,3.129280267518871e-20
157,4.3205687559134583e-20
158,1.757957058373899e-20
159,4.486948430026067e-20
160,5.719364703315953e-20
161,3.070355469635614e-20
162,2.9858588706224996e-20
163,3.3086726334249654e-20
164,3.074382202438215e-20
165,4.1126582968500205e-20
166,3.2242188697286396e-20
167,2.1238963928332752e-20
168,4.7622352211344375e-20
169,4.914917578402859e-20
170,5.089186249415954e-20
171,4.8741457577261785e-20
172,3.306200205665471e-20
173,5.90138554399984e-20
174,2.2527897521582638e-20
175,4.9507010454251176e-20
176,3.089739114533731e-20
177,1.916278856044628e-20
178,5.21968862845916e-20
179,2.6203417374279206e-20
180,3.084785246325786e-20
181,3.7360090631331887e-20
182,3.6386213525184735e-20
183,5.306331027926111e-20
184,4.7124945423537724e-20
185,3.948626009463733e-20
186,5.806015956707457e-20
187,3.3160062607881415e-20
188,4.773181522784346e-20
189,3.598090155863548e-20
190,3.002949806260166e-20
191,2.849995716343126e-20
192,4.2129806800414833e-20
193,3.2548629286701456e-20
194,5.14447086478449e-20
195,2.834693803986579e-20
196,4.0876216934974964e-20
197,3.163106037641647e-20
198,1.8848862452478164e-20
199,5.046438062460763e-20
200,4.813729119669105e-20
201,4.006222291724765e-20
202,3.374321864618757e-20
203,3.1214087544970745e-20
204,4.013887424549629e-20
205,2.3265851590863068e-20
206,1.9327183042777936e-20
207,5.21421409441028e-20
208,4.001389652237745e-20
209,5.230975259457213e-20
210,3.835847314822706e-20
211,4.20159462886895e-20
212,2.6550555007349134e-20
213,3.640886746766161e-20
214,3.978587386740208e-20
215,4.2123493419568324e-20
216,2.140483076628394e-20
217,1.9254370322904145e-20
218,3.253420040517938e-20
219,2.3629610590200264e-20
220,3.353212641533699e-20
221,4.708396073180566e-20
222,1.8661800350631063e-20
223,2.821355400698518e-20
224,3.138965126394941e-20
225,3.670000013166432e-20
226,3.11660938498592e-20
227,2.5864184881264195e-20
228,2.2225324952998976e-20
229,2.1891103936234615e-20
230,4.584502220085747e-20
231,3.662804269737625e-20
232,4.986018033056946e-20
233,4.016773439716368e-20
234,1.8115527334259717e-20
235,5.604081300444252e-20
236,4.081627680711966e-20
237,4.830120057602611e-20
238,3.564207790912671e-20
239,4.7584613896883556e-20
240,4.684153833095166e-20
241,3.249914970769272e-20
242,3.225644921166078e-20
243,5.214368373326807e-20
244,3.443853604020488e-20
245,2.357818184663797e-20
246,2.063545364433517e-20
247,2.090429358916331e-20
248,4.330189673849145e-20
249,1.8024064493754122e-20
250,3.354390457624405e-20
251,4.370995326979907e-20
252,3.462468439732847e-20
253,3.3834211696196217e-20
254,2.245646380928971e-20
255,3.567853320945078e-20
256,3.573985451792549e-20
257,5.1843545303900334e-20
258,4.7502327110840507e-20
259,2.132184937956629e-20
260,2.737080123706527e-20
261,4.1247701843302944e-20
262,1.9494252172083673e-20
263,4.463101036388533e-20
264,4.4651371957456443e-20
265,5.359552575893651e-20
266,3.953983609121138e-20
267,3.295296351943337e-20
268,2.3573890458830644e-20
269,4.764904695062409e-20
270,2.4647080832315915e-20
271,5.212015326836997e-20
272,3.995061877550066e-20
273,3.550445954711864e-20
274,4.5505199313075225e-20
275,1.9324731971199914e-20
276,2.83053530341554e-20
277,1.675589241735681e-20
278,3.596180602740856e-20
279,2.337512283001066e-20
280,3.7924790090404774e-20
281,3.1439464519789354e-20
282,4.6373035118337336e-20
283,2.727776000383412e-20
284,4.156329168996222e-20
285,3.2021467039997106e-20
286,4.5645411766358905e-20
287,4.9508669838914715e-20
288,2.6400575937816435e-20
289,3.673709823381807e-20
290,4.6646982813560073e-20
291,4.206213435023664e-20
292,3.85975501908049e-20
293,3.7203360263152745e-20
294,1.6764031279601686e-20
295,4.135440360936878e-20
296,4.178087385232192e-20
297,3.9788126169067563e-20
298,5.840924908786719e-20
299,6.076460226411805e-20
300,3.6241008039679304e-20
301,4.1778396585372376e-20
302,2.8160483693787594e-20
303,2.8992967891357346e-20
304,5.0595457349654787e-20
305,3.5261728205005563e-20
306,4.3922011564196413e-20
307,3.205952996501442e-20
308,3.5834742216683865e-20
309,1.717767412445425e-20
310,4.802669737290588e-20
311,3.6371992951218237e-20
312,3.135927365121484e-20
313,1.987129452075676e-20
314,3.313518250671981e-20
315,4.804822500090782e-20
316,4.483653003180971e-20
317,3.534626026411728e-20
318,3.1919042732678164e-20
319,2.196875723106066e-20
320,3.4872955926183856e-20
321,3.978731319381536e-20
322,4.951197013085866e-20
323,2.384132599410305e-20
324,4.5220798459925176e-20
325,2.047232170741772e-20
326,1.8130077955237184e-20
327,3.90130391897912e-20
328,4.102910628340391e-20
329,3.636770078870377e-20
330,4.0462767659886383e-20
331,1.7290772741182122e-20
332,5.606510104213292e-20
333,4.7962271538345543e-20
334,3.8598247120819e-20
335,5.0382050942719455e-20
336,3.600930705117545e-20
337,2.0324942307044954e-20
338,2.826094495079498e-20
339,3.2641712985170874e-20
340,3.623142083360993e-20
341,2.9904314667725695e-20
342,5.162952159522106e-20
343,5.296475702057303e-20
344,4.4984718773496163e-20
345,4.3025722568264557e-20
346,3.598868322591556e-20
347,3.2852708963850256e-20
348,3.4448796581921235e-20
349,1.6625109816004623e-20
350,2.741198494249236e-20
351,2.1195517275781043e-20
352,5.3014528407159964e-20
353,4.862025247547043e-20
354,3.940281785694752e-20
355,4.240810373886729e-20
356,3.759760826176806e-20
357,3.279916759215728e-20
358,3.220087115692432e-20
359,4.8791162856550906e-20
360,4.877520595017676e-20
361,4.831253543971116e-20
362,3.1594377322075206e-20
363,5.1810139513567846e-20
364,2.9292719471163994e-20
365,2.0871890352485498e-20
366,4.281578729560795e-20
367,3.734105826519738e-20
368,4.79770217734547e-20
369,2.2044315086867513e-20
370,2.6088813803471282e-20
371,1.686858709395544e-20
372,2.7699382706065894e-20
373,1.9788288708203027e-20
374,4.2592195911116234e-20
375,4.9360499272035426e-20
376,2.9567659552296687e-20
377,3.310190313240997e-20
378,3.783930738696792e-20
379,1.7407088904154616e-20
380,3.9191441809431815e-20
381,3.608596668908289e-20
382,4.885126985521432e-20
383,1.815974306586098e-20
384,4.30236720274475e-20
385,3.69891124917699e-20
386,1.81665304378846e-20
387,3.162375312800644e-20
388,2.29195204361791e-20
389,1.9989810090147068e-20
390,3.078944437729835e-20
391,1.818266994810925e-20
392,3.590717835457112e-20
393,3.3716673331116316e-20
394,4.8777079984108634e-20
395,3.182150035336933e-20
396,5.230328331590883e-20
397,3.528769867184744e-20
398,3.951868775799848e-20
399,4.6368920040163887e-20
400,3.915938057453439e-20
401,3.6422210452541356e-20
402,3.8439506897708447e-20
403,2.625211129256824e-20
404,4.3697243512558975e-20
405,3.275742278306227e-20
406,3.736230823158663e-20
407,5.3320409147191123e-20
408,1.9338346646527047e-20
409,3.829069630072069e-20
410,3.1136054388228596e-20
411,3.886552245813967e-20
412,4.667514969030037e-20
413,3.342085147603837e-20
414,2.997509153938706e-20
415,2.1604484562348738e-20
416,3.393859227146316e-20
417,1.8063786894170894e-20
418,2.2594375606128747e-20
419,4.976844716735037e-20
420,3.2142771654271134e-20
421,2.3161043539122485e-20
422,1.630943815999774e-20
423,3.6996341677870713e-20
424,3.57003987389144e-20
425,2.3978348606529216e-20
426,2.0134607322673097e-20
427,2.1970194266909726e-20
428,4.941317556215589e-20
429,4.118400773088042e-20
430,1.9495743420292614e-20
431,2.3147431797802108e-20
432,3.0869788893190584e-20
433,3.331164698731165e-20
434,4.063566383890617e-20
435,5.3268253628589517e-20
436,3.0748952774251875e-20
437,2.9275300842805213e-20
438,3.794000852659819e-20
439,3.257654753054568e-20
440,2.525796575627634e-20
441,2.6937579241003273e-20
442,5.2756833393112034e-20
443,3.092617074598006e-20
444,1.739512498697203e-20
445,4.464971417469155e-20
446,2.2655202770971317e-20
447,2.782447225445043e-20
448,2.4760087415856608e-20
449,1.9221775722464135e-20
450,3.368301574393602e-20
451,2.985085156363185e-20
452,2.903653389528908e-20
453,2.4261045247779092e-20
454,4.7861155915917334e-20
455,4.661409002260151e-20
456,3.2755733312089775e-20
457,3.03119105320075e-20
458,3.2375802257402506e-20
459,2.4023675833350756e-20
460,2.3385096588306763e-20
461,2.6785052498765835e-20
462,4.1770561007743897e-20
463,4.1572640360462585e-20
464,4.318580186686957e-20
465,4.619622701937334e-20
466,3.8682668120174685e-20
467,1.7869569778361644e-20
468,4.993572195419137e-20
469,3.877059902703129e-20
470,4.205345167024798e-20
471,3.206679366858938e-20
472,3.9369769056277864e-20
473,3.8859167971876143e-20
474,2.322420937757382e-20
475,2.633496561649846e-20
476,4.709279314776765e-20
477,2.3662276402769928e-20
478,1.8740942205178967e-20
479,4.28970465817637e-20
480,4.788757876636512e-20
481,5.054204616824849e-20
482,4.363869681461081e-20
483,3.9084845169955e-20
484,4.1243841699674884e-20
485,4.316273240657005e-20
486,2.745570798972412e-20
487,3.8199845052477974e-20
488,2.7840972038501024e-20
489,3.2816596086059037e-20
490,3.494621039697776e-20
491,3.664817237779473e-20
492,2.286754689933464e-20
493,3.5822792416095974e-20
494,3.007625325369655e-20
495,3.9314603812118567e-20
496,4.8174644228880754e-20
497,5.362805319981613e-20
498,1.835775465779019e-20
499,3.3770173723708206e-20
