,k-means clusters 500
0,2
1,0
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,1
16,2
17,2
18,2
19,2
20,0
21,2
22,1
23,2
24,2
25,0
26,2
27,0
28,0
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,0
40,2
41,2
42,2
43,2
44,1
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,0
54,2
55,2
56,2
57,2
58,0
59,0
60,2
61,2
62,2
63,2
64,1
65,0
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,0
78,0
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,0
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,1
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,2
119,2
120,1
121,2
122,2
123,0
124,2
125,2
126,2
127,0
128,2
129,2
130,2
131,2
132,0
133,2
134,0
135,2
136,2
137,2
138,2
139,0
140,2
141,2
142,2
143,2
144,2
145,2
146,1
147,2
148,2
149,2
150,0
151,2
152,0
153,1
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,0
167,2
168,2
169,2
170,2
171,2
172,0
173,2
174,2
175,0
176,2
177,0
178,2
179,0
180,2
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,0
189,2
190,0
191,0
192,2
193,2
194,1
195,0
196,2
197,2
198,2
199,2
200,2
201,2
202,0
203,2
204,1
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,0
214,2
215,2
216,2
217,0
218,2
219,2
220,2
221,2
222,2
223,2
224,0
225,2
226,0
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,0
236,2
237,2
238,2
239,1
240,2
241,2
242,2
243,2
244,1
245,2
246,2
247,2
248,2
249,2
250,2
251,0
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,0
263,2
264,2
265,0
266,2
267,0
268,2
269,1
270,2
271,2
272,2
273,2
274,2
275,0
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,0
285,2
286,2
287,0
288,0
289,2
290,2
291,2
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,0
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,0
311,2
312,2
313,2
314,2
315,0
316,2
317,0
318,2
319,2
320,2
321,2
322,2
323,0
324,1
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,0
336,2
337,0
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,0
346,2
347,2
348,2
349,2
350,0
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,2
359,0
360,2
361,0
362,2
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
371,2
372,0
373,2
374,2
375,0
376,2
377,0
378,2
379,2
380,2
381,2
382,2
383,2
384,2
385,2
386,2
387,0
388,0
389,2
390,2
391,2
392,2
393,2
394,2
395,2
396,2
397,2
398,2
399,2
400,2
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,0
409,2
410,2
411,2
412,2
413,2
414,2
415,2
416,2
417,0
418,2
419,2
420,2
421,2
422,2
423,0
424,2
425,1
426,2
427,0
428,2
429,2
430,2
431,2
432,2
433,2
434,2
435,2
436,0
437,2
438,2
439,0
440,2
441,2
442,2
443,0
444,0
445,2
446,0
447,2
448,2
449,2
450,2
451,2
452,2
453,0
454,2
455,0
456,0
457,2
458,2
459,1
460,0
461,2
462,2
463,2
464,2
465,0
466,2
467,2
468,2
469,2
470,2
471,0
472,2
473,2
474,2
475,0
476,2
477,2
478,2
479,2
480,2
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,0
489,2
490,2
491,2
492,1
493,1
494,0
495,2
496,0
497,2
498,2
499,2
