,"k-means clusters 500, (Joules)"
134,1.5089091959754977e-20
135,3.865891877801492e-20
136,3.608296947583575e-20
137,2.928359565196934e-20
138,3.119740591997161e-20
139,1.8235357585555335e-20
140,3.3800329446542733e-20
141,3.9009387613014076e-20
142,2.840363145246191e-20
143,3.4266285190299875e-20
144,2.7873635590681574e-20
145,3.0570281481225936e-20
146,3.26744430164337e-20
147,3.254399989265769e-20
148,3.2847564623677545e-20
149,3.1540493512786575e-20
150,3.20450182817161e-20
151,2.739838803798712e-20
152,3.3813006421327136e-20
153,3.183470198173159e-20
154,3.247139826024518e-20
155,3.181156860334808e-20
156,3.8804102936955844e-20
157,3.2273128237221544e-20
158,2.913848952880217e-20
159,3.2615045540601023e-20
160,3.2869494540835574e-20
161,3.197461579727382e-20
162,3.110925027770364e-20
163,3.5398133007734923e-20
164,3.418573956818271e-20
165,2.870025754971371e-20
166,2.947100684368725e-20
167,3.5900384579596534e-20
168,3.2273040844642194e-20
169,2.890157279618156e-20
170,3.166824510525345e-20
171,3.3642653984906807e-20
172,3.027301010432463e-20
173,2.806568846132781e-20
174,2.746169715620151e-20
175,2.8223695726573635e-20
176,3.109490630144533e-20
177,2.1186127332714765e-20
178,3.1076627219107174e-20
179,3.4006543285153506e-20
180,3.1544286669819665e-20
181,3.021159987724505e-20
182,3.3882546254850484e-20
183,3.15772839902521e-20
184,3.2590686339372957e-20
185,3.421779792175343e-20
186,3.2741285810966445e-20
187,3.00428176340756e-20
188,2.463226651896508e-20
189,3.061273349455864e-20
190,2.5533921765273323e-20
191,1.6657831462508943e-20
192,3.3984904960271154e-20
193,2.797824638573349e-20
194,3.286127154029434e-20
195,3.820744209078581e-20
196,2.710027203880265e-20
197,2.630948466713345e-20
198,3.5074515510303955e-20
199,3.186597556873418e-20
200,3.488932246520291e-20
201,3.2666384693031197e-20
202,1.7054337777777598e-20
203,3.830623234402386e-20
204,3.181821471284865e-20
205,3.470985064505374e-20
206,3.18817419523918e-20
207,3.1155007370166515e-20
208,3.042107504264381e-20
209,3.231442503934185e-20
210,2.8444982565469143e-20
211,2.780499747550347e-20
212,3.613620041844308e-20
213,2.010470792934236e-20
214,3.292240575322669e-20
215,3.066467116887245e-20
216,3.467893032951604e-20
217,1.8446155846386088e-20
218,3.3386156147120416e-20
219,3.4123474973098013e-20
220,3.178134891667641e-20
221,3.209587668340695e-20
222,3.869859413183969e-20
223,3.5338128753607834e-20
224,1.8317100958719694e-20
225,3.122224771485627e-20
226,1.575043023091634e-20
227,3.6856633925633036e-20
228,3.1586081786910255e-20
229,3.497243801297115e-20
230,3.3592164453379194e-20
231,3.0268126319735295e-20
232,3.24195450963752e-20
233,3.853895569292091e-20
234,3.170018194012656e-20
235,1.666186954751403e-20
236,2.817466157468113e-20
237,2.8015695321817404e-20
238,3.352949916577028e-20
239,2.984261460660208e-20
240,3.551113858825317e-20
241,3.301402585698283e-20
242,3.547244380832267e-20
243,3.672388117700628e-20
244,3.6610969406058967e-20
245,3.0135640145342237e-20
246,2.816057438448434e-20
247,2.7331326350008444e-20
248,3.143343599301088e-20
249,3.24599767166874e-20
250,2.8484694051587175e-20
251,1.9417685359898207e-20
252,2.731766629687055e-20
253,3.072110094534501e-20
254,3.340872183384301e-20
255,2.9369623569503726e-20
256,3.540989330560813e-20
257,4.139989419239085e-20
258,3.299988718421592e-20
259,2.8228486297650327e-20
260,2.9634296193526025e-20
261,3.280338219385989e-20
262,1.6729610388016192e-20
263,2.859915890164497e-20
264,3.5270597557414884e-20
265,3.096563476883273e-20
266,3.189957110281279e-20
267,1.9237353774500586e-20
268,3.2515509623438724e-20
269,3.0333393065815794e-20
270,3.097244939144755e-20
271,2.6330927442158765e-20
272,3.242267209707872e-20
273,3.188319405810018e-20
274,3.3965904878121335e-20
275,1.7378674979509656e-20
276,2.856675145795068e-20
277,3.1692917574127215e-20
278,3.537671538426818e-20
279,3.1585377563640266e-20
280,3.071837048580764e-20
281,3.440958499182197e-20
282,3.554268891286861e-20
283,3.8138178112804706e-20
284,2.1897541727583127e-20
285,3.569454278326667e-20
286,3.167909655630371e-20
287,1.521717929753499e-20
288,2.211193927369565e-20
289,3.344303559536257e-20
290,3.0623002150041084e-20
291,3.1425327387082047e-20
292,3.251019462669052e-20
293,3.3948230553354494e-20
294,3.2005994535744417e-20
295,3.7263420981012225e-20
296,3.092511691310433e-20
297,3.449175041403873e-20
298,3.2995659754304593e-20
299,3.439406627227035e-20
300,3.668124202500055e-20
301,3.232525482508635e-20
302,2.3472611166499384e-20
303,3.6818507080620397e-20
304,3.395689864307151e-20
305,3.463220371482278e-20
306,3.455552585752738e-20
307,2.841581217236176e-20
308,3.4616535813202336e-20
309,3.17963641930658e-20
310,1.605472062580602e-20
311,2.717792485793371e-20
312,3.335447552272637e-20
313,2.867176680588782e-20
314,3.3867244234728684e-20
315,1.8298005718428833e-20
316,3.2482632140812576e-20
317,2.4245443723028574e-20
318,3.3689971520932674e-20
319,3.383365562739336e-20
320,3.4298585891360634e-20
321,3.253359965940847e-20
322,3.3286346410756474e-20
323,1.5783549835649723e-20
324,3.4266468181233226e-20
325,3.1073799188939563e-20
326,2.93926723479349e-20
327,2.8996619259068865e-20
328,2.8354717585774064e-20
329,3.127050144478736e-20
330,4.079495408307562e-20
331,3.550520906351191e-20
332,3.443954350518997e-20
333,3.2533287309226004e-20
334,3.1865325167452075e-20
335,2.4064487418590703e-20
336,3.0984038671370216e-20
337,1.5893974535904293e-20
338,3.5667286338419357e-20
339,2.7494167625187256e-20
340,2.8117675421611834e-20
341,2.9839307882332476e-20
342,3.2523244626336975e-20
343,3.367766260147761e-20
344,2.767626489543098e-20
345,3.361385161170625e-20
346,2.808897453069307e-20
347,3.403281027124164e-20
348,3.4631251635801695e-20
349,3.002728472495873e-20
350,2.062500707868314e-20
351,2.8505660771254766e-20
352,3.322153414066703e-20
353,2.9232319076572606e-20
354,3.032755070337598e-20
355,3.0219537758053244e-20
356,3.121973418154226e-20
357,3.7119797646992954e-20
358,2.956669937853035e-20
359,3.602800633220578e-20
360,2.9995800254635374e-20
361,2.8863475511548966e-20
362,3.0713935060721414e-20
363,3.26758543988839e-20
364,3.084433043035078e-20
365,3.458563429666016e-20
366,2.9602476888230855e-20
367,3.206563124232005e-20
368,3.1680724223945e-20
369,3.0829405012243185e-20
370,2.801369319666103e-20
371,3.413695842244151e-20
372,2.5509912221528254e-20
373,2.9151469019499107e-20
374,3.052540661417392e-20
375,1.5323003752622414e-20
376,3.108002286146911e-20
377,3.409479910601618e-20
378,3.4771500615558354e-20
379,3.352075103821241e-20
380,4.0109662565402097e-20
381,3.025259325151445e-20
382,3.35817515717562e-20
383,3.562152489488959e-20
384,3.397586321493501e-20
385,3.156523110660968e-20
386,2.7134551587780776e-20
387,3.093288251209531e-20
388,1.8067988868817296e-20
389,3.6597581354369517e-20
390,3.081789417396294e-20
391,3.395296444593193e-20
392,3.5881681975439214e-20
393,2.8164614316676196e-20
394,3.502279680571148e-20
395,3.344930303751926e-20
396,2.932386631969937e-20
397,2.852614189840988e-20
398,2.883181096871125e-20
399,3.2737607583176624e-20
400,3.11519976306593e-20
401,3.609620653318963e-20
402,3.767375392684958e-20
403,3.3674127415035795e-20
404,3.423869246653194e-20
405,3.2844734494594365e-20
406,3.030983627426639e-20
407,3.0497496923030706e-20
408,2.220793391907226e-20
409,3.338615164092254e-20
410,2.944657824533406e-20
411,2.6487021243281296e-20
412,3.2948772719540365e-20
413,3.1406119822948266e-20
414,3.2748571961012794e-20
415,3.0162842935832065e-20
416,3.361276694407793e-20
417,1.5802055458822638e-20
418,3.3400997869266094e-20
419,3.4763571342566345e-20
420,2.9542821711258336e-20
421,2.9286346570250954e-20
422,3.718189836737248e-20
423,1.9201958688244463e-20
424,3.2009397902269023e-20
425,3.2597019229880125e-20
426,3.5781149204891394e-20
427,2.1565599992679473e-20
428,2.9764190910107197e-20
429,3.525617050849432e-20
430,3.01342876507832e-20
431,2.8800553753265526e-20
432,2.880039430607552e-20
433,3.082799458924275e-20
434,3.0128094867544775e-20
435,3.5975564203834146e-20
436,1.901070547161077e-20
437,3.081731800897063e-20
438,3.5292441832808797e-20
439,1.8185470097148987e-20
440,2.523212899169706e-20
441,3.53213764523621e-20
442,3.363692515070858e-20
443,1.8265810308070365e-20
444,2.1598914544139123e-20
445,3.552482466172368e-20
446,1.5912183586023954e-20
447,3.3182744051327e-20
448,3.1349440239692886e-20
449,3.112365252138543e-20
450,3.234861148126718e-20
451,3.4346916093239255e-20
452,3.5561675329266724e-20
453,1.4827796382456916e-20
454,3.1415649602468535e-20
455,1.9334432139236524e-20
456,2.7724121712136285e-20
457,3.132535667534062e-20
458,3.496860105281144e-20
459,3.1130485738849955e-20
460,1.869248650541049e-20
461,3.251574217051098e-20
462,3.2689790431596235e-20
463,3.199030600640303e-20
464,3.4626720680112514e-20
465,1.8427828353902613e-20
466,3.341445042916993e-20
467,2.9761182211467774e-20
468,2.9540633962959036e-20
469,3.423539298618814e-20
470,3.766658930031179e-20
471,3.0307890477389315e-20
472,2.8507779795627214e-20
473,3.3662110743909846e-20
474,3.038155395555837e-20
475,1.874632479767685e-20
476,3.2574897033947286e-20
477,3.1343013491730417e-20
478,3.1944890096952444e-20
479,3.0050059783383656e-20
480,3.157836161514548e-20
481,3.066199065676375e-20
482,3.351202800303519e-20
483,3.141717070505355e-20
484,3.113683381229928e-20
485,3.546212633217833e-20
486,3.0017440477571045e-20
487,2.775291305839064e-20
488,2.4101033345099558e-20
489,2.8651615924334164e-20
490,2.8403218388246166e-20
491,2.971637208450086e-20
492,3.1521567003537374e-20
493,3.0174016108165046e-20
494,3.1574100114060444e-20
495,3.102390963211579e-20
496,1.9845907289652172e-20
497,3.7337210844739236e-20
498,3.757833018570988e-20
499,3.085487094893797e-20
