,"k-means clusters 75, (Joules)"
0,1.3531513115693442e-20
1,1.3869017487767754e-20
2,1.1728215568272923e-20
3,3.576411566985443e-20
4,2.659362137901086e-20
5,4.414078862603615e-20
6,3.554173262012454e-20
7,3.2608137714762635e-20
8,2.6049030503566117e-20
9,3.657921572037267e-20
10,1.199341311279457e-20
11,3.446468062109868e-20
12,4.296117269721585e-20
13,3.4096815112660107e-20
14,2.5063479340406418e-20
15,1.5057242315805516e-20
16,2.928818701353638e-20
17,2.793854055536473e-20
18,3.2362635472401887e-20
19,3.596780622920555e-20
20,1.00570113135934e-20
21,2.4814653077830755e-20
22,3.168688755021386e-20
23,4.0265945029529936e-20
24,3.9645030153520216e-20
25,2.6621654735566728e-20
26,2.400627425380469e-20
27,3.7839848618808326e-20
28,3.069582515101112e-20
29,2.8053437723844096e-20
30,1.7666931910241915e-20
31,3.6293185352538536e-20
32,4.5169086543743156e-20
33,2.9332085574236173e-20
34,2.6333776364960626e-20
35,1.0199129635616479e-20
36,4.086493371449851e-20
37,1.8039297733161126e-20
38,9.294066877244536e-21
39,3.743298391945798e-20
40,3.8484618627559366e-20
41,1.2939333809689861e-20
42,2.416827070355115e-20
43,3.6189594432414997e-20
44,2.63271206793372e-20
45,4.1299444715283206e-20
46,3.9814913549134814e-20
47,3.1164708052599044e-20
48,3.5427588782173053e-20
49,3.1402629143185876e-20
50,3.970012610678611e-20
51,3.8664271608468246e-20
52,3.65259922102804e-20
53,2.713010365592597e-20
54,9.923675065384733e-21
55,2.5915777645820897e-20
56,2.443877471262317e-20
57,3.703558014166122e-20
58,3.643265035210152e-20
59,3.676748353897706e-20
60,3.1229077139526904e-20
61,8.24124263306676e-21
62,1.3045372099831723e-20
63,4.2176891035876006e-20
64,3.6825938401477053e-20
65,1.2294481925623891e-20
66,2.3532606428663784e-20
67,3.2188679461802574e-20
68,1.3051608029260458e-20
69,3.8390156207686575e-20
70,2.497476141612556e-20
71,2.2898909110881438e-20
72,2.4792854958976875e-20
73,4.0587970335632753e-20
74,1.5588867998811197e-20
