,FF,nstates,BS,BS std,BS sem
0,AMBER99,500,55.26872217243407,0.08192691498059004,0.03663883021668904
1,AMBER99SBnmr1-ildn,500,58.11904479938452,0.0683544043638274,0.030569018943805266
2,AMBER99SB,500,63.06298619427976,0.0354296225590978,0.015844608891860547
3,AMBER14SB,500,65.51220571743458,0.07823185689788716,0.0349863500059423
4,AMBER99SB-ildn,500,65.05005746133908,0.08391797078567056,0.03752925744212016
5,OPLS-aa,500,80.68524526946915,0.12677999067287662,0.05669773546626829
6,CHARMM27,500,86.70403465275982,0.09413316941913596,0.04209763315173848
7,CHARMM22star,500,88.02359413475631,0.09037483376792194,0.04041685435206338
8,CHARMM36,500,88.35442113248502,0.09350847867867357,0.04181826295962076
