,"k-means clusters 500, (Joules)"
171,2.892347940231938e-20
172,3.2518416847423827e-20
173,3.206558205836962e-20
174,3.31369434158429e-20
175,3.0375207830868775e-20
176,2.3575104095053194e-20
177,3.397170690510465e-20
178,2.3322257269890123e-20
179,2.524872297756318e-20
180,3.079981369382246e-20
181,1.898883316596828e-20
182,2.922431063210176e-20
183,3.345267791027048e-20
184,3.529962710334021e-20
185,3.315907445246442e-20
186,3.2461064748761933e-20
187,3.173614246109567e-20
188,3.3801198327405886e-20
189,3.142089676354998e-20
190,2.6601851469942242e-20
191,3.2988488941923685e-20
192,3.261971772984004e-20
193,2.792652300678816e-20
194,2.996179257395721e-20
195,2.897694191408451e-20
196,2.899363217952119e-20
197,2.6343963421750558e-20
198,2.9150860962178777e-20
199,2.0560523202868988e-20
200,2.839520606083091e-20
201,2.6682751120782557e-20
202,3.015006914467805e-20
203,2.2863899966321033e-20
204,3.239556410077312e-20
205,2.72333157416755e-20
206,3.128636380444545e-20
207,2.817621164947465e-20
208,2.737625942543236e-20
209,2.8455592020850246e-20
210,2.7937069907911645e-20
211,2.1251353030642416e-20
212,2.9580634752248385e-20
213,2.10794760386928e-20
214,2.919283029444746e-20
215,2.915593117805872e-20
216,1.8041676040218116e-20
217,2.8221410853991355e-20
218,3.118927168529714e-20
219,3.680948973905213e-20
220,3.00536459020306e-20
221,2.7395599503760785e-20
222,2.8457782406779546e-20
223,1.939470794326959e-20
224,2.943235090448079e-20
225,3.004199053484894e-20
226,3.198352175259621e-20
227,2.922642876372495e-20
228,2.1758442260410708e-20
229,2.983024478576457e-20
230,2.919724529670278e-20
231,2.9462976725700576e-20
232,2.979630407937006e-20
233,3.327322566030394e-20
234,2.5594120277528323e-20
235,2.5829704726796837e-20
236,2.792770597041316e-20
237,3.02312819015289e-20
238,3.005598966153673e-20
239,2.6132656167625344e-20
240,3.1866645798225936e-20
241,2.4403979916863783e-20
242,2.939319809236188e-20
243,2.862443638874422e-20
244,2.9867690721621444e-20
245,1.797954549250312e-20
246,3.533076413423996e-20
247,2.840925320873806e-20
248,2.508423280679491e-20
249,2.4517380961237906e-20
250,2.97443341363121e-20
251,2.107628923113895e-20
252,2.577179640083669e-20
253,2.90650927342097e-20
254,3.0128117475934095e-20
255,2.3230799171727656e-20
256,2.9345037026036526e-20
257,2.763853192476099e-20
258,3.0951617320822395e-20
259,3.158282879235053e-20
260,3.3689935130151925e-20
261,2.7525305824692685e-20
262,2.989898207878162e-20
263,2.385421535574265e-20
264,2.984122573189586e-20
265,3.0875358116643206e-20
266,2.736343469323385e-20
267,2.6074427616114245e-20
268,3.2570892937526274e-20
269,3.0614693014280074e-20
270,3.1973392285948483e-20
271,3.3014204233175504e-20
272,2.8364624686555666e-20
273,2.3293375049228815e-20
274,2.977665757362469e-20
275,3.384599042759624e-20
276,2.922850418693959e-20
277,2.045238860821369e-20
278,3.2848860038323415e-20
279,2.987256540027796e-20
280,2.541231294404979e-20
281,2.2358672965951556e-20
282,2.971734919069009e-20
283,1.948328703721232e-20
284,2.858824294818681e-20
285,3.3488016563018214e-20
286,3.3690565349064106e-20
287,2.783391869692075e-20
288,3.484706188133775e-20
289,3.5481977397938364e-20
290,2.815380388034135e-20
291,2.735314908409189e-20
292,3.025517063327921e-20
293,2.8753606446204737e-20
294,1.8597607011867188e-20
295,3.109085833027337e-20
296,2.3884675450981683e-20
297,2.771578595113569e-20
298,2.611283797788889e-20
299,2.894462212941068e-20
300,2.997319684867287e-20
301,3.221854667079715e-20
302,3.0878662790501977e-20
303,2.537820398432245e-20
304,1.8181923336209924e-20
305,3.345639212919734e-20
306,2.9221203953152586e-20
307,2.556486549487422e-20
308,3.0693693237565314e-20
309,3.039663841912159e-20
310,2.63524054551658e-20
311,3.104400311809602e-20
312,3.047064966057808e-20
313,3.0317688557884185e-20
314,2.2786663116318042e-20
315,2.9160167100324463e-20
316,2.133382070850069e-20
317,3.080875277844171e-20
318,2.4879607397962946e-20
319,2.943957388867338e-20
320,3.055849941596046e-20
321,2.8297177189285623e-20
322,3.4193756143594663e-20
323,2.871719172687722e-20
324,2.8023132458492097e-20
325,2.142200631093296e-20
326,3.0587727981574754e-20
327,2.993252814384331e-20
328,2.420248124031824e-20
329,3.4335017803275487e-20
330,2.902379635490466e-20
331,3.142743620336686e-20
332,2.4460674905880218e-20
333,3.04603661815321e-20
334,2.6505045761944026e-20
335,2.852898180886063e-20
336,2.197055951091527e-20
337,2.971120726473172e-20
338,2.5094882686102446e-20
339,1.9719844976906208e-20
340,2.933036972693789e-20
341,2.574630851353833e-20
342,3.2780840046765514e-20
343,3.030929761671814e-20
344,2.745465929312161e-20
345,2.8947816851385763e-20
346,3.038864489295828e-20
347,3.198760451025619e-20
348,2.876067440749534e-20
349,2.944405592190974e-20
350,3.7189483382596847e-20
351,2.307546410212749e-20
352,2.4713365025547597e-20
353,2.3896116738926206e-20
354,2.172564517554143e-20
355,2.916890058666731e-20
356,3.0541270945932335e-20
357,2.962060154219879e-20
358,2.9504295130658787e-20
359,1.8373316232892877e-20
360,2.825825045841894e-20
361,2.587827818894844e-20
362,2.508330911628131e-20
363,2.807963863022474e-20
364,3.613137077543829e-20
365,3.0721513329699876e-20
366,3.109691515832848e-20
367,2.6611091570278343e-20
368,2.854978356742685e-20
369,2.833444693408973e-20
370,2.899264866831832e-20
371,2.659812404574649e-20
372,2.766771063043259e-20
373,3.1256382355285427e-20
374,2.811152734193182e-20
375,2.870658166792877e-20
376,3.671073686152388e-20
377,3.1513236678833416e-20
378,1.7447822571180785e-20
379,2.896066088673926e-20
380,3.3897717807335606e-20
381,2.1386777095538388e-20
382,2.6497169671341313e-20
383,2.9879817212251755e-20
384,3.284520536559254e-20
385,2.8075806751411766e-20
386,2.922720572651433e-20
387,3.069608627714509e-20
388,2.857515716186164e-20
389,3.4723832025286384e-20
390,1.9205628864053196e-20
391,2.9399779766355684e-20
392,3.611102881976599e-20
393,2.725041736602262e-20
394,2.9114205676654517e-20
395,3.091838246343228e-20
396,3.240964765849712e-20
397,3.195876397689865e-20
398,3.351290400267584e-20
399,2.8908624564758405e-20
400,3.792755685074451e-20
401,2.880024325146893e-20
402,2.2411546459252024e-20
403,3.108631677228239e-20
404,3.5027909027162364e-20
405,2.806306761826693e-20
406,2.343723120018863e-20
407,1.7862923991270114e-20
408,2.8960003291544284e-20
409,2.0394958084753532e-20
410,2.7895665758521724e-20
411,3.072106637189469e-20
412,2.0380412429738818e-20
413,3.22281196818045e-20
414,1.8939601881349532e-20
415,3.0047846765073075e-20
416,3.026681393816179e-20
417,3.063381586257425e-20
418,1.774843504987929e-20
419,2.224779833598204e-20
420,3.035276564810848e-20
421,3.165486804777299e-20
422,3.1260625312529815e-20
423,2.1353418872658097e-20
424,3.319558415897788e-20
425,3.238806240974738e-20
426,2.966514654512306e-20
427,3.1752672101226023e-20
428,2.989325311249519e-20
429,2.762332360237979e-20
430,2.3340995529933838e-20
431,3.0243863650099497e-20
432,3.041308745879336e-20
433,3.495330738666751e-20
434,2.2601620075840938e-20
435,2.2881131886901826e-20
436,3.2929474641394417e-20
437,2.9367421917447753e-20
438,3.4716301853281265e-20
439,1.7692081198551567e-20
440,2.4846996405777453e-20
441,3.08342526040488e-20
442,2.8762998039542237e-20
443,2.9629691198912266e-20
444,3.382553524836872e-20
445,3.2109859438487085e-20
446,2.8321154996631966e-20
447,2.7205144961308915e-20
448,3.271457223639278e-20
449,2.821137660197624e-20
450,2.877401354389608e-20
451,3.1513506996592966e-20
452,1.8300025667475097e-20
453,2.8443203281328463e-20
454,2.5777305820422086e-20
455,3.503534339381738e-20
456,2.8754899799271855e-20
457,1.8061373461387594e-20
458,2.968677762918253e-20
459,3.6725937426493685e-20
460,2.958613462659352e-20
461,2.1275021711883766e-20
462,3.0410527721232773e-20
463,2.491926532264539e-20
464,2.980940702929116e-20
465,2.0403857297927208e-20
466,2.3698211899741327e-20
467,3.256335331588177e-20
468,3.033314468788877e-20
469,2.952292458966981e-20
470,3.1542379022972286e-20
471,2.819319723009024e-20
472,2.888153874647004e-20
473,3.394631506678034e-20
474,2.9658746476772243e-20
475,2.6617508758737862e-20
476,3.194004894762138e-20
477,3.1783920860102457e-20
478,3.179694440675851e-20
479,2.8077119720637084e-20
480,3.342179206389997e-20
481,2.767636140108444e-20
482,3.0308469534499704e-20
483,3.027554724206791e-20
484,1.9715294355938783e-20
485,3.312664216111415e-20
486,2.663007251282671e-20
487,2.6166564990328642e-20
488,2.0564413085237427e-20
489,2.954408316655159e-20
490,3.638740277314527e-20
491,3.059598118175337e-20
492,2.8697908615311314e-20
493,3.0691605058504577e-20
494,3.6314112700115917e-20
495,2.5901650051722054e-20
496,2.3310830675673405e-20
497,3.083026492826565e-20
498,3.0623159538396647e-20
499,2.7683625176856396e-20
