,k-means clusters 50
0,0.04487256723261629
1,0.11925952614229812
2,0.0027439814032037485
3,0.11539916410589977
4,0.0020613608108765785
5,0.0017169649271024322
6,0.00319433035710081
7,0.0038555831157629553
8,0.002726659559544074
9,0.0005875348780492894
10,0.03271250866436002
11,0.14958778610592618
12,0.00788455759838014
13,0.0035251564012349686
14,0.002995494689426401
15,0.0033373880410845535
16,0.0019417453694532023
17,0.0014637638807774478
18,0.00709827705621123
19,0.0026606864900007698
20,0.0015025728814134557
21,0.0028290077818315397
22,0.06533630183872134
23,0.002135226641831934
24,0.013415302945618771
25,0.003489004274430605
26,0.0034285610884289375
27,0.0057991818533228425
28,0.001208347127244665
29,0.003240741888735961
30,0.003271391809616551
31,0.005796448477197374
32,0.019757887520773752
33,0.0027192630946675143
34,0.0009961112697262698
35,0.033338748175551755
36,0.000857074739926738
37,0.1363879353362141
38,0.09823651677982985
39,0.0033417977992201706
40,0.006531069478824941
41,0.004079106601484127
42,0.005863944715648247
43,0.0016154055220802034
44,0.0014896309759587065
45,0.021487364664919833
46,0.0041666656430174006
47,0.03349049440148625
48,0.0034181875993600595
49,0.0011456702436070314
