,FF,nstates,BS,BS std,BS sem
0,AMBER99,500,52.94183047310874,0.020993371466808793,0.009388521135337786
1,AMBER99SBnmr1-ildn,500,53.63958214636481,0.05987178651074067,0.026775476914474215
2,AMBER99SB-ildn,500,60.01131848658163,0.08085447658589112,0.03615922118624353
3,AMBER99SB,500,61.38624935413627,0.058665174610640795,0.026235863668257513
4,AMBER14SB,500,64.21613089918192,0.022988071658655657,0.010280578180078078
5,OPLS-aa,500,78.77818122192215,0.11221541127185206,0.050184257545391464
6,CHARMM22star,500,84.33075127444297,0.049762052100814816,0.02225426623946163
7,CHARMM27,500,85.32020237896955,0.045839043678339436,0.020499843537669794
8,CHARMM36,500,86.2200887105457,0.07690840775075271,0.03439448555439095
