,"k-means clusters 75, (Joules)"
0,1.167460164755448e-20
1,4.1894336995043405e-20
2,2.6546268439069673e-20
3,3.865693793719759e-20
4,2.3671657860255316e-20
5,3.5427060487068705e-20
6,1.0515794369791435e-20
7,3.659785607811888e-20
8,3.116787808242449e-20
9,3.978352352805576e-20
10,3.887791076147383e-20
11,2.061815935552852e-20
12,3.4362188007585324e-20
13,3.700365256635481e-20
14,2.7949128317732036e-20
15,1.2582697609247361e-20
16,1.0439318026219147e-20
17,1.1423677521982399e-20
18,1.098954586438024e-20
19,2.640517027605069e-20
20,2.6791878484509368e-20
21,1.5020725476055167e-20
22,3.3257441071276067e-20
23,2.552494427156067e-20
24,2.5848108881777493e-20
25,4.0967299351536625e-20
26,3.4995170701529764e-20
27,3.883141050258414e-20
28,1.5640652219546243e-20
29,3.6792902955159624e-20
30,2.6566176230118794e-20
31,3.528197265379331e-20
32,3.067925416761031e-20
33,4.1680337026742674e-20
34,2.879573647773551e-20
35,1.0016502211360066e-20
36,2.2900842349424704e-20
37,1.3067481390358856e-20
38,2.856202460868185e-20
39,3.130693337547436e-20
40,2.386603891205378e-20
41,3.2842574118098515e-20
42,3.4439795989481104e-20
43,1.6506720926579757e-20
44,2.2289812989068678e-20
45,3.1089535695840046e-20
46,2.3116648859890535e-20
47,2.3364682100756322e-20
48,2.907141736181226e-20
49,2.929160791467305e-20
50,4.221703631658056e-20
51,2.134640880109561e-20
52,2.4704361680820487e-20
53,3.5338654665830315e-20
54,3.259524915196622e-20
55,3.953638139133087e-20
56,3.166468139539151e-20
57,1.0198981324526134e-20
58,3.9234357489289324e-20
59,2.4588312964667783e-20
60,3.734424676740527e-20
61,1.168926147641355e-20
62,7.691580221547724e-21
63,4.1820458230022724e-20
64,2.6378016561492535e-20
65,3.809474109566707e-20
66,1.6305625577360305e-20
67,3.0967427259918364e-20
68,3.521350453700627e-20
69,4.215651931112634e-20
70,1.9255649984831367e-20
71,2.923958797704457e-20
72,3.9503083514720524e-20
73,3.3653104673237936e-20
74,2.200077552032541e-20
