,k-means clusters 50
0,0.10616249928676584
1,0.002380343451055523
2,7.152826640577694e-05
3,0.004613712701702143
4,0.0002212375510417952
5,0.00011114233110487846
6,0.000567253387188952
7,0.0006338335522080617
8,0.0001381588758027469
9,0.006316005844382438
10,0.0005395283964804499
11,0.0001529713583468133
12,0.13293703601724413
13,0.0008540584900197627
14,0.0001902079424406815
15,0.006171909507671201
16,0.00023617980903209063
17,0.003933125113975247
18,0.010395406230824727
19,0.034491836783180754
20,0.0016896778839694518
21,0.10166931208441367
22,0.00015401108301478
23,0.0004739226343478267
24,0.00011925352241002509
25,0.00039930678874179593
26,0.0004224110791428371
27,0.0006438230808418918
28,0.03399014554338027
29,0.0002423238306487227
30,0.0064025159862325254
31,0.003450173713534635
32,0.0030937493788398248
33,0.22296553576142547
34,0.003536352460549931
35,0.005572566639168192
36,0.159832235008498
37,0.00024353634993715394
38,0.0001517709882887075
39,8.830037386442075e-05
40,0.0017005275560948952
41,0.07500203340181187
42,4.2456395402704165e-05
43,0.0011476115795043863
44,0.0007563990612750949
45,0.057468103342498154
46,0.000697452379263004
47,0.0047032128690031125
48,0.0009968872603739523
49,0.0012264170666484561
