,"k-means clusters 500, (Joules)"
314,2.2962128158555563e-20
315,3.296596736668429e-20
316,2.0997357511402634e-20
317,2.079527390066495e-20
318,2.3002326673112217e-20
319,4.058314088855567e-20
320,4.4858009404125284e-20
321,2.6162265672016743e-20
322,2.5080224418489478e-20
323,2.3083283691832898e-20
324,2.663552579394964e-20
325,2.7626117403182137e-20
326,2.7121642862531664e-20
327,2.6916987692390663e-20
328,2.839661780344697e-20
329,2.7024840893969593e-20
330,3.4610760720335873e-20
331,2.5507064756635322e-20
332,2.6232223050020787e-20
333,2.3603214870198988e-20
334,2.261794780341238e-20
335,3.2584432133758334e-20
336,3.558794345158787e-20
337,2.9821012162336715e-20
338,3.1092949409628324e-20
339,2.810141190098539e-20
340,2.0163621432612744e-20
341,2.8425389553950486e-20
342,2.6178631339595393e-20
343,2.4462247661143292e-20
344,2.7511956362482544e-20
345,2.8416552570643736e-20
346,3.550426891925547e-20
347,3.039959138014417e-20
348,2.4365065758546568e-20
349,2.8717209060161017e-20
350,2.2813086873957868e-20
351,3.2244188315030335e-20
352,3.009959574587157e-20
353,3.211489503427089e-20
354,2.305203979118795e-20
355,2.9467650447320016e-20
356,3.564224692570239e-20
357,3.430582601788753e-20
358,2.2883252236804937e-20
359,2.6031048518367548e-20
360,2.946596163216887e-20
361,2.1739321890138762e-20
362,2.3106525270391836e-20
363,2.5352104193280304e-20
364,2.445681193176157e-20
365,3.0629763550838645e-20
366,2.2604651009564136e-20
367,2.7532435732118755e-20
368,2.61468238287175e-20
369,2.1542873839532292e-20
370,2.5757384702567183e-20
371,2.1721438250268975e-20
372,2.6429563023954042e-20
373,2.4605632374154103e-20
374,2.4866905009126245e-20
375,2.590027540937737e-20
376,3.3809314321742925e-20
377,2.6371846435641277e-20
378,2.603591992760624e-20
379,2.6503729300354242e-20
380,2.520096626590931e-20
381,2.729688933834765e-20
382,2.3841535304955734e-20
383,3.258599791465498e-20
384,2.9809252493520205e-20
385,2.6746858546291474e-20
386,2.823619557809378e-20
387,3.040474460746982e-20
388,2.1677009494696048e-20
389,2.456334066851011e-20
390,3.67237524696048e-20
391,2.9676688014692625e-20
392,2.447964927069971e-20
393,2.5096311158306478e-20
394,2.47268083241439e-20
395,2.631496011964275e-20
396,3.626081648566195e-20
397,2.92634125893885e-20
398,3.031007633705199e-20
399,3.777234011058524e-20
400,2.885985781686212e-20
401,2.240510147737624e-20
402,2.2732968995315868e-20
403,2.355335913418045e-20
404,2.4954623627225134e-20
405,2.372798195961953e-20
406,2.4667455451716112e-20
407,3.0664239563501206e-20
408,2.1627085175161293e-20
409,2.408583399023626e-20
410,2.27694019868556e-20
411,2.2063267593416757e-20
412,2.863245150640396e-20
413,2.2859826235009253e-20
414,2.583963668420043e-20
415,2.722250495365772e-20
416,3.810735566410735e-20
417,2.3096748919499938e-20
418,2.942099099749103e-20
419,2.529658563635158e-20
420,2.6146015345560173e-20
421,2.662571364643999e-20
422,2.3898982128284165e-20
423,2.748192624056314e-20
424,3.160567219563821e-20
425,2.4267957221763993e-20
426,2.5370050766280685e-20
427,2.864785356961318e-20
428,2.3939843888447764e-20
429,2.1053827448427025e-20
430,3.9701973981301616e-20
431,3.0829000696566253e-20
432,3.136388749414548e-20
433,3.183702068865709e-20
434,2.6566402424316224e-20
435,2.85310820803686e-20
436,2.586831194320205e-20
437,2.4001730461235888e-20
438,2.3348553872263307e-20
439,3.108015833760335e-20
440,2.7440167804293734e-20
441,3.1431845799051036e-20
442,3.0674997152708777e-20
443,2.396805111448087e-20
444,4.2822836762767245e-20
445,2.898466965881697e-20
446,3.578357145581803e-20
447,2.263937469417627e-20
448,2.7419492536062307e-20
449,2.4273428566185322e-20
450,2.5131481371845417e-20
451,3.1722606677892184e-20
452,2.2913684376470465e-20
453,2.4830696019610734e-20
454,2.3861497358532612e-20
455,2.1665334050900488e-20
456,2.763315841438283e-20
457,2.281722921724011e-20
458,2.852436732822278e-20
459,3.484869668456789e-20
460,2.2285026598505477e-20
461,2.2298706251509898e-20
462,2.5014222926456242e-20
463,2.7427542605035006e-20
464,2.6313526290752647e-20
465,2.6002799101171328e-20
466,3.325235489171186e-20
467,3.091401914779161e-20
468,2.6433976794946002e-20
469,3.382348969874738e-20
470,2.295341702112275e-20
471,2.589049781992933e-20
472,2.741351415386381e-20
473,2.5356054828925942e-20
474,2.930996092430676e-20
475,2.346944084237767e-20
476,2.3783590397469565e-20
477,2.5672888881626745e-20
478,2.6439482650737694e-20
479,2.9989492066827686e-20
480,2.491643703958163e-20
481,3.0560916227817224e-20
482,2.4066387943229852e-20
483,2.682617025532505e-20
484,2.4201761876813566e-20
485,2.1319119049692207e-20
486,2.319430489128707e-20
487,2.6653016026858532e-20
488,2.6615239320958596e-20
489,3.1793074614938063e-20
490,2.748060396561692e-20
491,2.492206033146248e-20
492,2.7262249315909856e-20
493,2.865304479944976e-20
494,2.724667521071024e-20
495,2.2911522415151022e-20
496,2.7045509824198737e-20
497,3.497234114306361e-20
498,2.588996899050793e-20
499,2.347423689980395e-20
