,FF,nstates,BS,BS std,BS sem
0,AMBER99,500,-5.060821703143966,2.165263938978656,0.9683354713570462
1,AMBER99SB-ildn,500,-0.7841484017246727,1.068439022679626,0.4778204569050167
2,AMBER99SBnmr1-ildn,500,2.5627423687937463,0.8707511183424459,0.3894117384195346
3,OPLS-aa,500,3.5428727004970915,0.2776266580410351,0.12415841594916861
4,AMBER99SB,500,3.481111414317914,1.371826726405536,0.6134995627187568
5,AMBER14SB,500,7.119291445026567,0.8624479439563087,0.38569844594824704
6,CHARMM36,500,6.957810054508807,0.726024906000559,0.32468820863502895
7,CHARMM27,500,10.177104185657667,0.39614250173287247,0.1771603125303062
8,CHARMM22star,500,12.341119952513802,0.11997498285952157,0.053654443454652465
