,k-means clusters 500
0,0.01747708665710968
1,0.004410040793514184
2,0.0001866044023020103
3,0.0001861613334511236
4,0.0001878719175244696
5,0.01320910556746938
6,0.00017503133567478243
7,0.00017049748701850571
8,0.0004440094995350368
9,0.00041632661021296947
10,0.004420638527562898
11,0.00026255717628433307
12,0.0007901394001095218
13,9.908581582047612e-05
14,0.00012673243964432751
15,0.00026676047040996147
16,0.00010739145656974924
17,0.0003041301653057779
18,0.01207879626708132
19,0.00023852821221276342
20,0.013867509898130745
21,0.007800965210711863
22,0.0004297963833395583
23,0.00030155188166474826
24,0.00017927809078144237
25,0.0006577621132096657
26,0.0005627754480022833
27,9.707999346654889e-05
28,0.0002710592210021676
29,0.005280382861090408
30,0.0006245227715959029
31,0.00030333576798863694
32,0.0003027250053174295
33,0.005904935298666524
34,0.0003694465048551144
35,0.00027898658966227447
36,0.0002922119639139374
37,0.012175222199636874
38,0.00014511674880452274
39,0.00023590049818736377
40,0.0004896793971751305
41,9.657034603501216e-05
42,0.00021532480889818124
43,0.005618380405903848
44,0.007396095360977976
45,0.0014873559944644436
46,0.0008465458473832746
47,0.0002136671666607694
48,0.0002295673672226626
49,0.0068252929178599
50,0.010697933289658219
51,0.00010312344624847935
52,0.00011646610686088005
53,0.016930198507252466
54,0.00027431234278754024
55,0.00028434354835704255
56,0.00016916737740502226
57,0.00034638146966995987
58,0.0003936967840955077
59,0.0002623167711299687
60,9.130866525594915e-05
61,0.011323244530487567
62,0.00022591303696326774
63,0.007678258814405199
64,0.0003183014091624828
65,0.00022677905526833725
66,0.00022858722901506728
67,0.0008177211156742345
68,0.00022306615463495497
69,0.02251631241968145
70,0.0008068026245640792
71,0.0015733010954285483
72,0.00024239252762110479
73,0.003994952632663677
74,0.00017235661133257918
75,0.0003470085546059128
76,0.00020488268669581117
77,0.013692725397682964
78,0.00022627627533366854
79,0.0001625748681351209
80,0.0017118253043289556
81,0.0002472118517719717
82,0.0005293487053756558
83,0.00023495369317760384
84,0.0003952374126459169
85,0.0003881370742380661
86,0.00022129481883002757
87,0.00019812517816250098
88,9.26160364532786e-05
89,0.00022529583411567074
90,0.0002841267224506582
91,0.00014078863489743363
92,0.00030055761004044374
93,0.0002455270577972379
94,0.0005495406938776098
95,0.007117701379724279
96,0.0003017896692951803
97,0.00024377579038963973
98,0.000328883529264802
99,0.00020239916225485237
100,0.00023691954142462463
101,0.0001411293677628785
102,0.0003145825408550393
103,0.0005783430498155223
104,0.00028115285773949375
105,0.0026242021856805395
106,0.00013975631073517007
107,0.00010764068630451225
108,0.00025499540979283665
109,0.00034141523573254267
110,0.0003878877606599469
111,0.0005313909790708843
112,0.000561586750585375
113,9.456597150278105e-05
114,0.00020700531427245036
115,0.00024770265657364136
116,5.6541744303439905e-05
117,0.021983623126850076
118,0.00017762173436490142
119,0.004100880045878885
120,0.0005928672365938409
121,0.0002696952252618681
122,0.00017090227826751345
123,0.001033509626087027
124,0.016048929551211913
125,0.00023599267578367324
126,0.004818211771193849
127,0.0005673944795068331
128,0.0005761688973905759
129,0.0001966176257320819
130,0.00029896134436806665
131,0.008054956888621163
132,0.00042500941728930235
133,0.019753904179860712
134,0.00027436568575702
135,0.00024805238410414233
136,0.0002799817955675658
137,0.000612805689442004
138,0.0002675502885623288
139,0.000137536612522357
140,0.00021584435117744582
141,0.007815836613306263
142,0.0001272987952482058
143,0.005517866219129287
144,0.00030207974045649274
145,0.0007418630270915525
146,7.71359580459547e-05
147,0.0002603340451005093
148,0.013056604796955513
149,0.0006791131560066105
150,0.013028249460780844
151,0.0008329811218321158
152,0.00037012552883377404
153,0.0004759685392210338
154,0.0008633184213099901
155,0.0018744390420715508
156,5.6823627835908216e-05
157,0.0003130359613318349
158,0.00047933123735035464
159,0.00025636788914761114
160,0.004154151074471328
161,0.00016295605250348614
162,0.0001018350827115194
163,0.00019044344588929125
164,0.00021847553407630994
165,0.00029402947587872733
166,0.007585563427379296
167,0.00013925980087887128
168,0.00020170426192913163
169,0.010907624627429306
170,0.000248026386082774
171,0.00017432616152857186
172,0.0013869936269189874
173,0.0002232717786814923
174,0.00021736819051447576
175,0.00010136629146047585
176,0.00012300152264680897
177,8.469379980777076e-05
178,0.00019374437438450054
179,6.190726374803914e-05
180,0.0033477557783424964
181,0.0006378079232446121
182,0.0002502523215870981
183,0.0002595833448577177
184,0.00010687535921470504
185,0.0003199992719124982
186,0.00025599338044405564
187,0.0002095607924719043
188,0.0004455610542217216
189,0.00018412949036486026
190,0.00019188737889495115
191,0.00037763360551580795
192,0.000475222605859725
193,0.004606078923456008
194,7.832104753321807e-05
195,0.0005312312632593625
196,0.005634634181440395
197,0.00015626483662990192
198,0.00037579760308349697
199,0.00015319196396330672
200,0.00021577650797281107
201,0.0003027170766054684
202,0.00022406566798072717
203,0.0001701809069858245
204,0.0003168992322711469
205,0.00015153753094335228
206,0.0002453101733449673
207,0.019174676762970827
208,0.0018814230198442676
209,0.00020068679522592411
210,0.00025597680319346924
211,0.0003469343975235045
212,5.442592556289985e-05
213,0.0003778728032068996
214,0.0009122921416972825
215,0.00018975206856938287
216,0.0003845195872885749
217,0.00022742915224723345
218,0.00019955900811410645
219,0.00019189296863573844
220,0.012277826875729108
221,0.0002484532830150502
222,0.0002080297764009055
223,0.0002401974499396166
224,0.00040391790304262733
225,0.00023075918472299323
226,0.025818816458066007
227,0.0003379382360897767
228,0.001447748864266437
229,0.00021157416734327394
230,0.0002088636360170824
231,0.00036060791677275703
232,0.0002240874740947256
233,0.0008274330819112567
234,0.0002320371888681665
235,0.00034487136116989576
236,0.008925968166598124
237,0.00020076872454074325
238,0.00017209843412176821
239,0.009155154610719836
240,8.466155891509556e-05
241,5.791466097632573e-05
242,0.0003932615825728753
243,0.0003840271917967537
244,0.00042084256053668233
245,0.0002060249044145111
246,0.0005706501278029814
247,0.0002611166350986702
248,0.013449499925486679
249,0.004886147654694379
250,0.0005348173356786549
251,0.00022801748138372678
252,0.008207522756061542
253,0.00037391296258017345
254,0.00433065401533125
255,0.007651840235935766
256,0.00048655546973652925
257,0.0001369650228272299
258,0.00029445172491534356
259,0.004627738929037693
260,0.0001776512473399243
261,0.011735821126251123
262,0.0003232508808657175
263,0.007810499605085194
264,0.0003573326900527605
265,0.0001573780022505694
266,0.0002434992735869644
267,0.0004353678397273075
268,0.0009218613518061743
269,0.00022270767221559446
270,0.004125280186633736
271,0.00030864530585524827
272,0.00017304585625864445
273,0.00014066698826623129
274,0.00022008699089956556
275,0.0012612268320547878
276,0.00021205846512327236
277,0.00026453783935677296
278,0.0002946166521654433
279,0.00026149112037150533
280,0.00014736274617304396
281,0.00014394190699089577
282,0.013168859743024581
283,0.0006914836431049662
284,0.0002315517946155381
285,0.0003806630081245743
286,0.0025512901183656297
287,0.00047877400715645854
288,0.006775754461524661
289,9.654633609940625e-05
290,0.02323557704015059
291,0.000301624844317765
292,0.000341993515261613
293,0.00014781233030327034
294,0.0007521931714360257
295,0.00014389416867863596
296,0.00254638146421071
297,0.00014403773327394798
298,0.0007252214449243336
299,0.007350165150003824
300,0.0003228359625910823
301,0.009910843751599998
302,0.00016882295217031317
303,0.0009271375432868842
304,0.0001443928527469802
305,0.0003780274689699697
306,0.00014230554893952997
307,0.00016594836220181302
308,0.000895057681795839
309,0.00024756712791686533
310,0.00024575139919031736
311,0.018399643261899145
312,0.002638399196515782
313,8.961611638445312e-05
314,8.506995882728334e-05
315,0.0004674316833487327
316,0.00011890821750096196
317,0.0007350960521043073
318,0.0003311310887762418
319,0.0005129253219988587
320,0.00020684468469199115
321,0.0001707190472122329
322,0.0007163215759504405
323,0.00022901651050964998
324,0.0002737618637496761
325,0.014625062408137764
326,6.262202786579252e-05
327,0.00014040859954855546
328,0.0002730457394814771
329,0.00026932334143103055
330,0.00036695724705067436
331,0.00016862220753355065
332,0.0004132034799523314
333,0.00013367300270027726
334,7.17378980455173e-05
335,0.0004688681697807124
336,0.00022495095883399486
337,0.0002477242841250026
