,"k-means clusters 500, (Joules)"
0,2.5958195297012218e-20
1,2.6159112443735166e-20
2,3.976593011329289e-20
3,1.8456543498523088e-20
4,1.6088593491831495e-20
5,1.79339930975122e-20
6,3.208497179881115e-20
7,4.207902317645798e-20
8,4.5406810926030496e-20
9,4.5142830196473065e-20
10,3.6039058495429437e-20
11,3.5259182310565456e-20
12,5.271761207356764e-20
13,3.9550388843248057e-20
14,4.339194738358905e-20
15,4.8610087307621903e-20
16,1.7003591684597795e-20
17,3.628906262703621e-20
18,4.038270127514045e-20
19,3.35125696031786e-20
20,3.8609493318297326e-20
21,2.007392808121958e-20
22,4.822579306716707e-20
23,3.6180132377745065e-20
24,1.8791162283688022e-20
25,3.5274068397046495e-20
26,4.265575349368823e-20
27,5.294836777710157e-20
28,4.6102762024756894e-20
29,4.722705298994519e-20
30,4.7890774925381696e-20
31,3.58558872485295e-20
32,3.4367830634849306e-20
33,1.735065324896602e-20
34,3.4564640798940826e-20
35,1.673687454540021e-20
36,4.318401194928927e-20
37,3.151583556225946e-20
38,5.029826937281919e-20
39,4.820887267642707e-20
40,3.613370948003791e-20
41,2.611111521066808e-20
42,2.0558833767303492e-20
43,4.6472649998739606e-20
44,4.66821013619657e-20
45,4.545216357140273e-20
46,4.7277880395750685e-20
47,2.6943795007142515e-20
48,3.167942454791331e-20
49,4.240489284639286e-20
50,2.764617138474774e-20
51,4.752745029417566e-20
52,4.598148473893294e-20
53,4.9525153203811884e-20
54,4.433435650184254e-20
55,3.383206847691793e-20
56,3.531076497695972e-20
57,3.4853028636579404e-20
58,4.457352576408369e-20
59,3.799587162354566e-20
60,1.8664829437506374e-20
61,1.7931784157535236e-20
62,5.768222878108494e-20
63,3.9187058380022945e-20
64,4.3603214322952686e-20
65,1.960357536778299e-20
66,3.711943335941545e-20
67,3.647293636730835e-20
68,3.879844329457806e-20
69,5.311414677281524e-20
70,3.428495009640975e-20
71,3.933547279398161e-20
72,4.1224941032215556e-20
73,4.461360199300943e-20
74,5.184086736935554e-20
75,1.7708769571121256e-20
76,1.964271275926925e-20
77,3.1230752257614284e-20
78,4.5836440745222055e-20
79,2.2205239943374048e-20
80,3.204486984893857e-20
81,4.878429274366945e-20
82,3.9893939409337347e-20
83,3.630164402066584e-20
84,1.8463718802258965e-20
85,3.332073531141045e-20
86,5.2547839619133275e-20
87,4.555710653134744e-20
88,3.405410388621101e-20
89,3.0088730827947955e-20
90,3.372926168683058e-20
91,3.686171427520524e-20
92,1.7889522805151718e-20
93,2.5505326859646022e-20
94,3.665573981310117e-20
95,3.680004550542983e-20
96,3.183827443090325e-20
97,4.15558781359226e-20
98,4.697186974880724e-20
99,1.5651883372189738e-20
100,2.5221850714765153e-20
101,5.1636934814061227e-20
102,2.0661008836943325e-20
103,2.2347974477437972e-20
104,4.68637509531418e-20
105,4.4915010828669036e-20
106,4.0982153163760564e-20
107,4.7788394938432637e-20
108,2.35763182604825e-20
109,3.187449826559757e-20
110,4.862096579387556e-20
111,4.1215348382055034e-20
112,1.8031695733809437e-20
113,3.643056316430408e-20
114,3.6300668021685467e-20
115,4.619434024002224e-20
116,3.875986483747261e-20
117,5.17869632465775e-20
118,3.589578604374562e-20
119,2.43214785292136e-20
120,5.1051914456523036e-20
121,3.6040332850453174e-20
122,4.0173396229477156e-20
123,3.5409542117060254e-20
124,3.4276340692938057e-20
125,1.7439152070818015e-20
126,2.790222563684112e-20
127,3.1252132634309286e-20
128,2.450878338125188e-20
