,"k-means clusters 500, (Joules)"
0,1.5118033226735628e-20
1,3.1030444231102845e-20
2,3.4994773844670305e-20
3,3.3560355083471826e-20
4,3.81638680280962e-20
5,3.276026224684103e-20
6,3.3781502774466e-20
7,3.368049575632623e-20
8,2.8396927742074395e-20
9,3.7180079306892285e-20
10,3.558262788756757e-20
11,3.7554501755406447e-20
12,2.9554680272026686e-20
13,3.498313332253769e-20
14,3.288559292069339e-20
15,3.0405341258957277e-20
16,3.154058602492746e-20
17,3.049876215619959e-20
18,3.1999069989880144e-20
19,3.352788199529314e-20
20,3.077652203058319e-20
21,3.178724785789379e-20
22,3.178249466955774e-20
23,3.315425559330151e-20
24,3.4968641219612597e-20
25,2.213588704201967e-20
26,3.263141165237886e-20
27,3.1371481637070584e-20
28,1.8247481174483198e-20
29,3.275666356845172e-20
30,3.3603484583793e-20
31,1.698059795853635e-20
32,3.166009498843024e-20
33,3.505453288206415e-20
34,3.2669450605905276e-20
35,3.1345573379364663e-20
36,3.121238221270754e-20
37,3.838895063636531e-20
38,3.354593752391309e-20
39,3.601386061961495e-20
40,3.533775923145729e-20
41,3.1644413161497e-20
42,3.332818203481026e-20
43,3.498334390436587e-20
44,1.4640044109376533e-20
45,3.219553587217706e-20
46,4.09067710515055e-20
47,3.4402947033646745e-20
48,3.1531921002195695e-20
49,3.2164106349522723e-20
50,3.334283053089333e-20
51,3.06102303102861e-20
52,1.600162298907907e-20
53,3.7538379233716066e-20
54,3.1200765340759053e-20
55,3.307392498182244e-20
56,3.610681963062477e-20
57,3.214845065891755e-20
58,2.6928627155043325e-20
59,3.2990478906936986e-20
60,3.888672164789348e-20
61,1.86611564706126e-20
62,3.2127730874133046e-20
63,3.593306507944271e-20
64,3.1253702869422747e-20
65,3.6529842514133743e-20
66,3.474254142811006e-20
67,3.297616039564365e-20
68,3.4178085701054033e-20
69,1.685620673469972e-20
70,3.131768265362893e-20
71,3.365132163004583e-20
72,3.455838564744218e-20
73,3.8282490825954945e-20
74,3.264597865389394e-20
75,3.045485155700581e-20
76,3.256277598259151e-20
77,3.159454738630565e-20
78,3.766877169300685e-20
79,3.516075123253907e-20
80,3.37900113330998e-20
81,3.2142506908148906e-20
82,3.15712924575903e-20
83,3.5367291294570674e-20
84,1.6565802374136063e-20
85,3.0453019258270604e-20
86,2.9443882577654207e-20
87,3.143712276716885e-20
88,3.5611070380764367e-20
89,3.0230354019191794e-20
90,3.652782950157673e-20
91,3.1604606834845703e-20
92,3.094316190211717e-20
93,3.3987146005970407e-20
94,3.2300192397991324e-20
95,3.581244151298628e-20
96,3.144365261228288e-20
97,3.0824616275963653e-20
98,3.206680023554438e-20
99,3.615169855634663e-20
100,3.5536774481557414e-20
101,3.6492001144132256e-20
102,1.7852153613918107e-20
103,2.9081486158170155e-20
104,3.313652982832606e-20
105,3.8619665636723526e-20
106,3.1647378577024386e-20
107,3.298787822453497e-20
108,3.868420791101036e-20
109,1.7790369518624835e-20
110,3.1719878362775406e-20
111,3.21245286570744e-20
112,1.6221958237433463e-20
113,3.2082389377064927e-20
114,3.116132720481488e-20
115,3.285440467147839e-20
116,3.893647516604249e-20
117,1.6676231278592472e-20
118,3.327726516428301e-20
119,3.4858713722887236e-20
120,2.836199265647324e-20
121,3.324407754377849e-20
122,3.6762174487919787e-20
123,3.139085595906719e-20
124,3.623122489336869e-20
125,3.3020079011213374e-20
126,3.280005017876397e-20
127,3.502519350749978e-20
128,3.5294413763759676e-20
129,3.462212012712437e-20
130,3.368444513584633e-20
131,3.147857651131616e-20
132,3.4106187703417637e-20
133,3.550622806435185e-20
134,3.892656010236724e-20
135,3.267972777582008e-20
136,3.231104929066997e-20
137,3.3755423340484177e-20
138,3.339910380402075e-20
139,3.0237612070267095e-20
140,3.2315699345693795e-20
141,3.24102326578394e-20
142,3.260592188257046e-20
143,3.774744463508028e-20
144,2.0941513074950994e-20
145,3.3066971191237574e-20
146,3.462897081143757e-20
147,3.20250038414335e-20
148,3.436520869713687e-20
149,3.313567929655048e-20
150,3.154457854997404e-20
151,3.656593942152235e-20
152,3.335897222980087e-20
153,3.596017502746729e-20
154,3.071707321535896e-20
155,3.434802433569193e-20
156,3.2482151949683945e-20
157,3.033696740865841e-20
158,3.1623795822246525e-20
159,3.0653637444359635e-20
160,3.3845189601085997e-20
161,1.8991490911856458e-20
162,3.814078628219105e-20
163,3.2092063456706734e-20
164,3.1237399835398686e-20
165,3.580000978089455e-20
166,3.417598075517564e-20
167,1.5664526107232742e-20
168,1.8998642256874962e-20
169,3.879319942124288e-20
170,4.008703765375336e-20
171,3.2693356796154154e-20
172,4.245603797709486e-20
173,3.480104209010462e-20
174,3.2910451471332335e-20
175,1.5697487591572972e-20
176,3.357018646064715e-20
177,3.6223730701908555e-20
178,3.760451404073152e-20
179,3.0009717090159457e-20
180,3.5553901986930796e-20
181,3.1976312269934746e-20
182,3.459200552265908e-20
183,3.327735769841686e-20
184,3.3474700467920946e-20
185,3.705164543068727e-20
186,3.7107233083931663e-20
187,3.027247226555431e-20
188,3.3310701410706534e-20
189,1.619575482084063e-20
190,3.390762482533903e-20
191,3.142217643971151e-20
192,3.761305440288662e-20
193,1.7312419031781547e-20
194,4.0316651489376665e-20
195,3.429586829863092e-20
196,3.3826006565621843e-20
197,3.1101464870187534e-20
198,2.9686014199222146e-20
199,3.750231095507846e-20
200,3.295720692875437e-20
201,3.6030885697498535e-20
202,3.466032097948605e-20
203,1.609050782163866e-20
204,3.458941381447317e-20
205,1.7614411541486624e-20
206,3.193353664371144e-20
207,3.6166989985268683e-20
208,3.31930123671732e-20
209,3.153621061419748e-20
210,3.291477721868228e-20
211,3.88256973596231e-20
212,3.15923021580704e-20
213,3.1262001862517317e-20
214,3.094800447954661e-20
215,3.3103770677864176e-20
216,3.1183095421271904e-20
217,3.475258417042068e-20
218,2.4027795769768612e-20
219,3.294797751851752e-20
220,3.131760015194661e-20
221,3.199205173852103e-20
222,3.277505617783595e-20
223,3.367232742855564e-20
224,3.139140358827434e-20
225,3.254358903722556e-20
226,3.1520639063155174e-20
227,2.3211314606282344e-20
228,3.2082853112655006e-20
229,3.311720740397111e-20
230,3.233670168512862e-20
231,3.902777063439781e-20
232,3.796093393583284e-20
233,3.781611000008167e-20
234,3.553396789523978e-20
235,3.894970451321962e-20
236,1.7472665759663275e-20
237,3.450163976392992e-20
238,3.262088336153129e-20
239,3.139736689066582e-20
240,2.966400441135325e-20
241,3.205130008640022e-20
242,3.590676030318431e-20
243,3.3595794425049647e-20
244,3.268270659389955e-20
245,3.045544289255955e-20
246,3.1618647992593666e-20
247,3.3352612215793356e-20
248,3.8607927985492885e-20
249,3.1563995613197604e-20
250,3.559669014779031e-20
251,3.735864804358838e-20
252,3.119788453913898e-20
253,1.654795816735979e-20
254,3.9425078962372885e-20
255,3.384944258073104e-20
256,3.136002429406324e-20
257,2.666764293644146e-20
258,1.6843798265157257e-20
259,3.0741094913903136e-20
260,3.7607780993992207e-20
261,3.353334554648403e-20
262,3.232269848529317e-20
263,3.071994316493726e-20
264,3.420045009075044e-20
265,3.163499768457521e-20
266,3.642850239148113e-20
267,3.483568304178151e-20
268,3.5540776772749467e-20
269,3.389679532510287e-20
270,3.304861790112972e-20
271,3.5193182602761953e-20
272,3.600642232771954e-20
273,3.604421405193632e-20
274,3.216034809919374e-20
275,3.141651203675405e-20
276,3.0451201465721667e-20
277,3.245396181779417e-20
278,1.78550684688395e-20
279,4.0115843655030583e-20
280,3.3528314538984134e-20
281,3.6553103386725954e-20
282,3.53374610105429e-20
283,1.678360068608545e-20
284,3.445068567976754e-20
285,3.427776008659367e-20
286,3.1372889954437116e-20
287,3.435255565358643e-20
288,3.140889236136884e-20
289,3.257353834761697e-20
290,3.126421296353303e-20
291,3.507951528945095e-20
292,3.276188260632085e-20
293,3.596354650882592e-20
294,3.371922497393003e-20
295,3.3412173516495874e-20
296,3.3149387096798556e-20
297,3.3059113683774487e-20
298,3.3333975540507873e-20
299,3.450320084372531e-20
300,3.217493851593852e-20
301,3.155537356711563e-20
302,3.1551913888118e-20
303,3.1128203556258945e-20
304,1.9259906809312593e-20
305,3.485206549939589e-20
306,3.53856749340096e-20
307,3.151789962469582e-20
308,3.42139624004861e-20
309,1.6305460043199895e-20
310,2.74165186358717e-20
311,3.274454218609876e-20
312,3.677643816291746e-20
313,3.272923436044245e-20
314,3.114333639144575e-20
315,3.2981821447579955e-20
316,3.818171211605608e-20
317,3.117498739307516e-20
318,2.1952717494578473e-20
319,3.2586655187687046e-20
320,3.453473311410445e-20
321,3.229036942865682e-20
322,1.968873034445998e-20
323,3.545862022477423e-20
324,3.0724572133465886e-20
325,3.05271806089118e-20
326,3.121397882594272e-20
327,3.073456315206125e-20
328,3.3280770885485206e-20
329,3.40286131777542e-20
330,3.24885869381447e-20
331,3.4298329563479283e-20
332,3.6603546733413323e-20
333,3.2810201045004455e-20
334,1.7798436039233616e-20
335,3.602932007299092e-20
336,3.2853704049864167e-20
337,3.5979718213321834e-20
338,3.039159600675226e-20
339,1.7814165835652583e-20
340,3.047211830555643e-20
341,3.2681301900586305e-20
342,3.551932694977106e-20
343,3.6199691137011943e-20
344,3.0739380817839736e-20
345,2.0049689456547187e-20
346,3.650500979824919e-20
347,3.4168193382869264e-20
348,3.122666320608276e-20
349,1.576183840355998e-20
350,3.8839514939976774e-20
351,3.4791548148671625e-20
352,1.74126656223054e-20
353,3.609195667402092e-20
354,3.3408778947899025e-20
355,1.8268725011493484e-20
356,3.072001409588218e-20
357,2.955792472673158e-20
358,3.256822445687131e-20
359,3.236081288426616e-20
360,3.324858117029695e-20
361,3.278910917816004e-20
362,3.2366538236310395e-20
363,2.147467620334766e-20
364,3.2686478597098377e-20
365,3.0866656727982765e-20
366,3.263005306218595e-20
367,3.1264877477502467e-20
368,3.0922768360333714e-20
369,3.452179093284857e-20
370,3.5891816079532204e-20
371,3.467682929552223e-20
372,3.2262213882235025e-20
373,3.2813454561277974e-20
374,3.8138284895346856e-20
375,3.295204746908901e-20
376,1.8118870728553813e-20
377,3.142812120416125e-20
378,3.2188372758833274e-20
379,3.02346983325502e-20
380,3.4815873933049504e-20
381,3.2408219756618275e-20
382,3.753231951222634e-20
383,1.712980054841714e-20
384,3.371792134949771e-20
385,3.189852575572599e-20
386,3.233494581440316e-20
387,3.540143337928684e-20
388,3.205487230939283e-20
