,"k-means clusters 500, (Joules)"
389,2.1027312968950673e-20
390,2.630611991059421e-20
391,3.421373527170173e-20
392,3.333718426856808e-20
393,3.3587383000600605e-20
394,2.995909267490527e-20
395,3.077672180215843e-20
396,3.5269566211646824e-20
397,3.390577185465584e-20
398,2.6086469059189302e-20
399,3.130610427423249e-20
400,3.2355321134449783e-20
401,3.1090561934677186e-20
402,3.768895931865281e-20
403,3.7634026828822966e-20
404,3.3506858413265374e-20
405,3.6293742093149076e-20
406,1.7042702904888202e-20
407,3.772229757140669e-20
408,3.172505467391635e-20
409,3.104691308950006e-20
410,3.205141369367074e-20
411,3.6831873116299274e-20
412,1.4922520807380603e-20
413,3.2467960834076275e-20
414,3.200257916870548e-20
415,4.0390846668314264e-20
416,3.235969268657062e-20
417,3.170717606140675e-20
418,3.821017872467095e-20
419,3.0727127743595046e-20
420,3.2943674311064587e-20
421,3.445233020298991e-20
422,3.4638513495741216e-20
423,3.466819884173974e-20
424,3.724233213794118e-20
425,3.247024992859748e-20
426,3.367878921798617e-20
427,1.5327374179880424e-20
428,3.603716815759405e-20
429,3.9409794036068934e-20
430,3.057863731149075e-20
431,3.3691041749758614e-20
432,3.193036317627845e-20
433,1.4884505353953966e-20
434,3.884098799131166e-20
435,3.569812319645368e-20
436,1.6939598024465123e-20
437,3.23525782154101e-20
438,3.75856504128452e-20
439,3.113168960065202e-20
440,3.1276408864441296e-20
441,3.321937261150053e-20
442,4.236232091485788e-20
443,3.270723996173994e-20
444,3.070740674589969e-20
445,3.4657096235994433e-20
446,3.060357488394777e-20
447,3.318511531227498e-20
448,3.511136334060097e-20
449,1.8490362508951028e-20
450,3.0570006997712266e-20
451,3.659919296260348e-20
452,3.873887994595537e-20
453,3.2638490308545145e-20
454,3.223623122312831e-20
455,4.0925046017706025e-20
456,3.872393130755825e-20
457,3.4800482614671603e-20
458,3.358239625564145e-20
459,3.2884208976970123e-20
460,4.2149129076692707e-20
461,3.6407036631069585e-20
462,2.5456836051089927e-20
463,3.733884132066134e-20
464,1.742561384407802e-20
465,3.0209847824108287e-20
466,3.6084661019811603e-20
467,2.1185505433086907e-20
468,3.2205368089387344e-20
469,3.726941079952972e-20
470,3.3701873537200775e-20
471,3.6853033899350623e-20
472,3.443138897421008e-20
473,3.4202613641324803e-20
474,3.125021215227672e-20
475,3.4075650600215354e-20
476,3.946734831470777e-20
477,3.5038224431434125e-20
478,1.7819897746380453e-20
479,3.674081465704596e-20
480,3.3069913984272926e-20
481,3.1735879796951893e-20
482,3.367938883996695e-20
483,3.0437626216824746e-20
484,1.7564344990501933e-20
485,3.210604608687949e-20
486,2.2291396063282216e-20
487,3.077052622716129e-20
488,3.1107003756912095e-20
489,3.26961938299459e-20
490,3.8042195282966983e-20
491,3.2217127581928704e-20
492,3.246024985530492e-20
493,3.541811950254753e-20
494,3.246775056662626e-20
495,3.351636411559887e-20
496,1.53031392550135e-20
497,3.3539266654160856e-20
498,1.5911202217524205e-20
499,3.3291192542379493e-20
